Data name,Model name,Fit time,Point Predict time,Total Predict time
iozone_150,Delaunay,0.0005170106887817383,0.5121935606002808,154.1702617406845
iozone_150,ShepMod,0.08836984634399414,0.00016689300537109375,0.05023479461669922
iozone_150,Voronoi,0.017347097396850586,0.0031780004501342773,0.9565781354904175
iozone_150,BoxSplines,0.09724998474121094,0.00028228759765625,0.08496856689453125
