throughput
833136.3
833997.39
834096.52
834827.53
834873.81
836169.23
836578.59
836975.06
837458.08
838235.3
838839.81
840895.25
841417.66
841464.0
842122.38
842381.69
842530.97
842561.88
842724.22
843557.22
844543.25
844991.91
846260.55
846592.8
848099.72
850498.64
850590.12
850913.7
851431.5
851866.84
852182.86
852537.56
852784.7
853407.14
853596.56
853978.89
854442.92
854541.56
855351.53
855643.92
855876.31
856160.39
856682.41
858426.17
858450.86
859255.97
859357.84
859580.39
859750.73
859822.98
860297.81
860753.22
860877.95
861645.38
861677.56
862772.94
862827.31
863547.25
864643.84
864858.06
864938.38
865852.14
865871.41
865966.62
865985.44
866233.36
866916.59
867489.12
867613.81
867777.17
868759.08
868813.19
870750.75
870794.28
871579.0
872061.5
872116.83
872553.73
872942.38
873456.62
873562.56
873730.41
873960.69
873995.91
874197.55
874857.8
874938.2
875208.81
875233.44
875425.7
876288.25
876828.59
877096.69
877254.31
877551.38
878343.75
878936.44
878981.48
879161.38
879896.03
880115.5
880701.03
880912.81
881263.86
882603.22
882662.0
882923.3
884418.19
884506.58
884977.02
885472.36
885567.84
885972.34
886320.08
886583.55
886604.94
887484.78
887520.22
887541.39
887646.53
887650.72
888740.12
889216.59
889813.09
890836.03
891446.09
891548.31
891903.38
892007.97
893112.88
893265.47
893921.11
894094.11
894461.0
894756.75
895496.62
895796.03
897006.72
897575.08
898210.03
898414.45
898522.28
899302.02
899327.59
899956.06
900073.72
900149.56
900363.89
901170.44
901441.16
901449.5
901510.23
901668.44
901784.66
901815.02
901861.09
902427.55
902755.94
902849.59
903436.09
904135.06
904792.19
904935.81
904942.28
905349.62
905360.55
905545.72
905751.16
906293.16
906338.44
906354.75
906600.89
907438.47
907455.0
907744.66
907765.28
907877.56
908264.67
908540.47
908570.3
908776.59
909034.81
909062.31
909651.92
910024.56
911002.84
911487.44
912027.2
912032.94
912472.66
912720.94
913324.06
913470.19
913692.5
914772.11
914993.31
915156.02
915305.09
915896.84
916527.19
916591.61
917359.09
918192.67
918440.28
918544.84
918624.16
918649.28
918658.41
918715.47
918915.59
919105.22
919282.88
919530.92
920031.34
920182.34
920382.09
920443.06
920497.25
920587.34
920846.08
921050.41
921258.25
921733.31
922037.16
922136.33
922478.19
922532.34
922779.44
922866.31
923006.72
923280.78
923412.97
923729.94
924035.34
924252.56
925042.75
925144.16
925437.25
925507.55
925591.41
925632.88
925855.34
926376.97
926667.72
926876.59
927590.91
927689.25
928406.77
928453.16
928502.91
928728.12
929793.91
929987.42
930034.06
930369.78
930870.92
931132.64
931289.91
931379.59
931938.19
932637.06
932822.36
932839.75
933194.36
933634.28
933967.06
934440.11
934877.69
935177.23
936744.06
937166.92
937386.23
937591.53
937623.09
937641.53
937990.25
938573.97
938601.62
939195.53
939316.91
939323.06
939451.62
939502.22
939744.41
939827.03
939898.78
939966.22
940347.31
940427.34
941587.06
943168.31
943244.89
943415.53
944505.62
945536.38
945672.12
945693.03
945969.22
946283.06
946759.45
947042.78
947133.91
947337.34
947567.59
947795.12
948168.94
949258.78
949583.41
950740.22
950824.69
950849.34
951028.12
951900.55
952014.09
952019.38
952049.09
952289.75
952323.47
952381.75
952491.58
953606.53
953811.78
953851.16
953983.69
954209.69
954376.0
954635.72
954676.03
954903.75
955303.36
955333.17
955379.41
955490.06
955896.19
956127.77
956156.31
956381.16
956495.92
956584.25
957377.66
957570.97
957613.16
957930.38
958405.19
959340.53
959685.08
959820.06
960043.09
960504.47
961142.69
961338.53
961384.72
962462.97
963229.69
963500.09
963560.47
964089.42
964271.41
964358.5
964429.47
964749.28
965041.03
965330.28
965399.28
965528.66
965637.05
965823.0
965835.59
966713.25
966723.91
967150.78
967542.44
967873.22
968400.75
968573.95
968954.5
969471.53
969529.06
969543.17
969670.38
969769.78
969828.19
970204.78
970214.72
970705.94
970907.31
971190.69
971764.81
972161.8
972172.75
972491.38
972729.44
972798.12
973079.59
973241.22
973933.72
973982.02
974215.06
974269.84
974735.23
975605.5
975835.25
975879.97
975884.94
975987.56
976122.69
976235.38
976648.62
976677.05
976816.28
977013.81
977136.09
977352.5
977359.88
977551.72
977716.64
977745.59
978084.84
978302.66
979217.03
979418.27
979618.34
980033.91
980048.34
980059.81
980384.31
980459.3
980511.7
981043.33
981077.56
981524.75
981738.3
981782.81
981999.41
982147.73
982281.55
983956.09
984482.22
984804.0
984931.97
985570.97
985730.5
986053.14
986420.84
986597.59
986630.94
986792.97
986930.0
987011.41
987168.91
987224.38
987327.91
987331.11
987525.56
987988.97
988312.41
988322.75
988429.75
988750.73
988857.62
989609.3
989801.62
990065.0
990386.7
991175.48
991527.75
991530.56
991550.34
991567.69
991683.36
991735.36
991877.92
992533.59
992777.09
992856.31
993400.94
993539.16
994084.7
994135.66
994185.91
994741.88
994879.28
994920.41
994937.41
994941.23
994958.58
995372.88
995682.94
995717.88
996036.16
997118.53
997174.14
997203.31
997238.59
997409.34
997592.88
997619.12
997810.5
997829.0
998092.03
998145.88
998250.53
998437.28
998850.91
998888.41
999117.06
999195.19
999620.44
999647.77
999666.59
999865.83
1000470.2
1000482.16
1000545.73
1000838.02
1000935.03
1001708.5
1002121.47
1002134.69
1002316.12
1002413.19
1002623.16
1002700.97
1002769.67
1004188.62
1004337.44
1004357.12
1004543.47
1005150.66
1005298.27
1005875.17
1005948.59
1006054.88
1006164.03
1006206.25
1006279.36
1006725.06
1007204.11
1007384.22
1007481.95
1007509.91
1007648.62
1007669.34
1008222.75
1008264.06
1008278.05
1008281.34
1008655.08
1008748.34
1008825.58
1009010.77
1009228.94
1009335.69
1009723.19
1010167.22
1010328.95
1011299.75
1011539.34
1011940.66
1011980.47
1012217.06
1012518.5
1012754.28
1012869.59
1013487.81
1013514.91
1013670.83
1013810.81
1013864.41
1014853.5
1015071.22
1015241.91
1015463.88
1015508.0
1015523.88
1016022.55
1016294.56
1016426.31
1016768.16
1017008.25
1017010.84
1017244.72
1017257.73
1017266.61
1017289.69
1017798.7
1017957.78
1018200.28
1018460.94
1018661.34
1018754.31
1018818.0
1019343.78
1019375.06
1019404.81
1019419.97
1019428.59
1019473.88
1019616.03
1020177.52
1020218.67
1020543.72
1020809.19
1020865.5
1021460.95
1021482.06
1021616.38
1021767.47
1021868.97
1022059.22
1022078.94
1022496.88
1022560.56
1022880.69
1022992.53
1023038.77
1023195.03
1023349.94
1023908.66
1023975.56
1024318.36
1024590.44
1024617.84
1024863.03
1025039.66
1025254.09
1025287.0
1025302.56
1025442.44
1026337.41
1026347.02
1026415.83
1027029.27
1027168.59
1027331.5
1027803.25
1027907.81
1027981.53
1028017.42
1028131.22
1028241.41
1028888.31
1029031.12
1029220.91
1029226.69
1029391.11
1029784.69
1029871.48
1030005.56
1030080.0
1030169.69
1030352.78
1030397.19
1030406.19
1030552.22
1030643.38
1030918.28
1031411.78
1031540.59
1031879.44
1031883.83
1032716.81
1032832.53
1032834.56
1033019.59
1033330.72
1033331.09
1033377.94
1033407.66
1033637.12
1033967.16
1034117.03
1034189.12
1034224.41
1034739.09
1034794.25
1035002.44
1035050.53
1035596.11
1036593.81
1037313.86
1037389.81
1038049.75
1038641.34
1039113.5
1039307.64
1039502.38
1039681.91
1039867.0
1040605.8
1040736.38
1040856.84
1041594.75
1041752.44
1041785.41
1042125.59
1042260.66
1042722.84
1042840.38
1042865.59
1043127.34
1043195.17
1043250.09
1043269.31
1043616.44
1044245.22
1044449.16
1044668.88
1044753.55
1045184.03
1045316.97
1045472.72
1045603.84
1045776.25
1045945.0
1046093.31
1046213.62
1046396.38
1046611.78
1046688.11
1047624.36
1047689.0
1048101.12
1048175.3
1048239.12
1049502.94
1049884.89
1050175.78
1050527.83
1050854.84
1050859.16
1051052.28
1051113.05
1051583.66
1052161.0
1052332.08
1052340.53
1053086.92
1053253.56
1053422.31
1053747.58
1053796.97
1054034.25
1054201.67
1054290.34
1054482.2
1055153.72
1055184.69
1055188.41
1055275.06
1055356.59
1055361.78
1055372.44
1055932.38
1056513.42
1056783.78
1057014.22
1057112.84
1057413.19
1057930.41
1058103.16
1058301.78
1058484.69
1058940.98
1059109.72
1059221.53
1059584.28
1059670.5
1059810.91
1059906.62
1059911.97
1059977.22
1060530.09
1060655.14
1060846.44
1061168.16
1061243.08
1061351.8
1062287.78
1062766.44
1063136.5
1063336.22
1063429.59
1063546.28
1063566.28
1063748.66
1064104.67
1064262.67
1064637.12
1064742.39
1064940.38
1065030.09
1065140.56
1065272.45
1065352.47
1065439.31
1065500.8
1065659.38
1065753.59
1065839.81
1065918.41
1066026.69
1066072.34
1066252.2
1066307.92
1066323.69
1066326.56
1066491.95
1066713.69
1066769.94
1067084.78
1067574.44
1067755.09
1068928.12
1069034.86
1069043.31
1069140.97
1069280.05
1069297.86
1069324.69
1069467.59
1069681.92
1069776.3
1070085.42
1070344.52
1070482.42
1070703.84
1070954.83
1072235.41
1072314.83
1072335.94
1072588.22
1072709.69
1072767.78
1072831.91
1072894.59
1073179.38
1073207.69
1073553.08
1073869.12
1074048.72
1074071.33
1074446.09
1074468.75
1074771.47
1074866.89
1075322.84
1075611.69
1075624.22
1075703.69
1075775.5
1076047.2
1076902.98
1077098.75
1077230.3
1077302.33
1077358.08
1078060.12
1078128.31
1078359.94
1079093.16
1079487.38
1079554.78
1080252.91
1080390.44
1080433.53
1080572.77
1080716.56
1080786.45
1081012.53
1081310.88
1081320.94
1081965.91
1082106.16
1082248.5
1082405.69
1083062.77
1083504.75
1084039.44
1084132.69
1084963.38
1085068.19
1085338.17
1085389.14
1085623.91
1086257.33
1086461.72
1086498.59
1086705.72
1086875.88
1086977.81
1087057.09
1087179.97
1087374.7
1087697.12
1087951.58
1087982.75
1088477.83
1088633.33
1089156.27
1089236.75
1089255.94
1089317.03
1089448.5
1089473.83
1089609.61
1090245.72
1090305.59
1090344.33
1091077.48
1092289.03
1092652.59
1092833.92
1093107.42
1093233.16
1093247.16
1093421.5
1093487.81
1093520.78
1093718.92
1093803.59
1094194.2
1094487.59
1094618.34
1094876.58
1094957.08
1095078.94
1095615.09
1095617.14
1095773.22
1095924.97
1096303.33
1096383.41
1096408.58
1096475.31
1096690.25
1096706.84
1096771.22
1096804.34
1097061.52
1097707.56
1097724.67
1097831.03
1098107.78
1098957.84
1099263.27
1099270.81
1099346.31
1099933.81
1100103.62
1100217.28
1100330.77
1100571.95
1100694.66
1100906.77
1101080.31
1101371.62
1101973.98
1102340.94
1102389.73
1102447.38
1102557.83
1102628.56
1102787.64
1102812.78
1102970.0
1103004.16
1103069.33
1103244.98
1103397.78
1103435.3
1103523.61
1103890.28
1104312.48
1104314.34
1104357.25
1104453.41
1104521.59
1104820.09
1104952.41
1105162.27
1106043.92
1106241.52
1106397.09
1106643.75
1106944.81
1107044.45
1107190.94
1107294.88
1107316.44
1107554.11
1107780.38
1108117.19
1108376.02
1108757.84
1108806.91
1108822.17
1108852.58
1108957.84
1109220.03
1109308.64
1109606.53
1109824.19
1109827.52
1110004.36
1110240.67
1110327.34
1110490.36
1110866.41
1110959.8
1111250.94
1111376.47
1111511.81
1111691.83
1111716.88
1111859.83
1111959.25
1112423.5
1112614.52
1112748.81
1112751.41
1112906.69
1113311.69
1113384.62
1113574.97
1113595.02
1113993.41
1114511.72
1114544.0
1114751.59
1114801.19
1114945.34
1115382.38
1115602.81
1116404.77
1116449.06
1116679.88
1116860.66
1117665.72
1117712.38
1117733.11
1117758.98
1118153.81
1118243.53
1118369.03
1118375.66
1118408.69
1119052.62
1119098.22
1119133.91
1119270.73
1119791.36
1119975.08
1120106.19
1120205.34
1120503.69
1120613.03
1121132.95
1121285.77
1121504.75
1122155.23
1122227.81
1122281.66
1122356.69
1122438.98
1122440.92
1123017.0
1123742.0
1124200.78
1124467.73
1124782.28
1124793.91
1124955.62
1125051.92
1125123.23
1125265.27
1125439.91
1125575.7
1125703.8
1125724.97
1125744.91
1126021.0
1126534.38
1126604.75
1126763.3
1126910.47
1127116.47
1127753.33
1127820.78
1127834.73
1127881.08
1128121.17
1128166.88
1128317.14
1128333.05
1128529.88
1128612.09
1128741.69
1128822.09
1128854.31
1128922.11
1129164.55
1129305.28
1129526.25
1129567.77
1129780.59
1130059.36
1130506.2
1130508.92
1130577.61
1130870.47
1130880.3
1131022.95
1131162.55
1131342.97
1131453.8
1131495.11
1131556.3
1131804.92
1131913.81
1131956.09
1132305.06
1132335.42
1132963.53
1132996.69
1133080.25
1133281.64
1133455.08
1133945.06
1133977.83
1134097.61
1134253.8
1134641.81
1134645.77
1135642.34
1135860.25
1135916.31
1136180.52
1136414.25
1136641.58
1136745.33
1136827.25
1136905.78
1137351.25
1137426.41
1137844.55
1137848.58
1137979.62
1139193.97
1139410.77
1139449.25
1139582.17
1139721.62
1140091.38
1140212.61
1140395.09
1140678.11
1140712.31
1141743.31
1141800.86
1142080.34
1142124.05
1142609.38
1142672.81
1142898.77
1143066.98
1143172.2
1143488.69
1143497.16
1143559.59
1144197.75
1144199.88
1144359.16
1144540.14
1144824.31
1145020.78
1145330.61
1145427.12
1145534.86
1145927.25
1146153.59
1146299.56
1146343.66
1146483.62
1146644.08
1147098.34
1147477.78
1147525.33
1147571.19
1147680.97
1147741.53
1148691.31
1149166.59
1149405.86
1149515.28
1150012.34
1150442.36
1150567.59
1150664.19
1150768.0
1150870.66
1151070.47
1151252.42
1151289.06
1151338.34
1151480.72
1151489.75
1152068.33
1152202.47
1152240.7
1152423.91
1153622.94
1153675.97
1153807.72
1153953.77
1153974.25
1154206.59
1154260.31
1155037.08
1155068.59
1155173.23
1155474.36
1155700.12
1155957.78
1156055.88
1156237.47
1156405.98
1156762.86
1156971.17
1157025.44
1157268.86
1157434.92
1157795.17
1157953.66
1158175.45
1158188.34
1158308.19
1158361.75
1158861.11
1159474.58
1159529.56
1159571.97
1160364.08
1160412.23
1160414.5
1160454.09
1160475.59
1160594.0
1160688.56
1160718.5
1160762.42
1160785.22
1160899.97
1160921.31
1161294.06
1161430.53
1161559.41
1161571.94
1161800.34
1162010.5
1162053.12
1162220.94
1162302.81
1162309.66
1162432.0
1162436.08
1162617.91
1162658.98
1162885.91
1162989.22
1163280.83
1163384.8
1163409.53
1163599.53
1163746.25
1163795.5
1163809.91
1164475.75
1164739.89
1164810.89
1164918.03
1164922.05
1165085.23
1165259.62
1165286.88
1165351.69
1165442.41
1165497.34
1165911.25
1166162.14
1166280.75
1166301.92
1166313.73
1166389.8
1166635.09
1166748.5
1167349.3
1167355.73
1167680.89
1167941.12
1168018.86
1168221.88
1168245.0
1168383.67
1168489.41
1168704.47
1168756.5
1168991.19
1169051.47
1169452.59
1170241.53
1170263.66
1170300.88
1170584.41
1170736.44
1170792.8
1171280.03
1171328.41
1171467.75
1171525.3
1171578.73
1171728.39
1171731.53
1172027.78
1172182.34
1172337.16
1172384.59
1172596.05
1172626.11
1172757.27
1172831.53
1173181.8
1173206.95
1173334.92
1173576.7
1173640.95
1173917.45
1173918.44
1174129.94
1174254.02
1174851.52
1174924.48
1175256.55
1175508.25
1175646.95
1176031.45
1176192.14
1176242.48
1176347.23
1176747.25
1176774.36
1176896.84
1176927.89
1177161.56
1177198.11
1177239.94
1177473.73
1177516.16
1177627.41
1177683.23
1177700.14
1177738.09
1177848.97
1178299.91
1178547.25
1178568.7
1178642.09
1178647.56
1178838.31
1178937.61
1179058.06
1179068.97
1179154.7
1179291.69
1179911.66
1179975.38
1180150.94
1180312.44
1180747.58
1180765.78
1180954.91
1180983.83
1181193.3
1181205.05
1181376.7
1181452.69
1181592.72
1181637.98
1181696.11
1181911.62
1181937.5
1181939.64
1181963.41
1182034.41
1182095.97
1182335.36
1182489.16
1182774.89
1182910.14
1182919.5
1182948.14
1183064.75
1183138.03
1183399.52
1183454.94
1183530.34
1183781.19
1183825.75
1183885.23
1183974.05
1184347.19
1184404.53
1184477.75
1184571.67
1184617.72
1185315.59
1185370.38
1185451.31
1185623.22
1185642.67
1185673.06
1185684.62
1185817.75
1185892.69
1186039.31
1186118.92
1186446.78
1186447.39
1186537.53
1186856.48
1186864.12
1186989.28
1187097.62
1187118.59
1187259.06
1187311.97
1187527.94
1187549.36
1187633.67
1187684.88
1187896.44
1188005.36
1188208.22
1188309.14
1188532.67
1188565.94
1188678.38
1188770.2
1188861.97
1188884.28
1189354.89
1189616.5
1190013.69
1190019.77
1190054.77
1190205.19
1190245.12
1190291.62
1190330.88
1190408.58
1190428.7
1190627.92
1190628.19
1190818.03
1190819.31
1191269.86
1191299.94
1191938.45
1191940.81
1192500.34
1192564.05
1192616.44
1192908.78
1192973.91
1192993.84
1193203.95
1193206.39
1193229.72
1193275.94
1193348.89
1193362.39
1193749.41
1193760.47
1193764.5
1193810.92
1194144.69
1194294.58
1194404.56
1194467.66
1194523.28
1195018.41
1195074.12
1195303.55
1195389.75
1195400.59
1195666.81
1195692.44
1195904.19
1196022.44
1196199.05
1196335.16
1196408.5
1196503.56
1196838.03
1197138.7
1197214.94
1197220.75
1197263.31
1197330.06
1197521.83
1197523.03
1197546.05
1197569.61
1197686.14
1197917.31
1198428.03
1198485.22
1198744.95
1198758.73
1198839.17
1198853.88
1198990.72
1199036.2
1199246.94
1199330.0
1199415.73
1199469.69
1199504.62
1199562.5
1199789.81
1199899.44
1200079.78
1200160.88
1200182.98
1200267.77
1200401.66
1200427.98
1201108.62
1201176.97
1201244.06
1201244.31
1201317.59
1201470.28
1201524.47
1201526.25
1201571.2
1201620.38
1201673.17
1201838.38
1202043.34
1202097.62
1202175.25
1202197.06
1202256.16
1202336.77
1202633.11
1202721.25
1202797.38
1202998.69
1203039.59
1203196.52
1203395.95
1203424.97
1203447.84
1203493.3
1203689.78
1204246.81
1204289.34
1204302.89
1204597.45
1204947.34
1205198.48
1205204.62
1205482.28
1205622.53
1205645.39
1205759.34
1205761.38
1206021.77
1206074.53
1206127.06
1206316.62
1206357.44
1206386.66
1206424.19
1206432.84
1206468.56
1206470.09
1206492.03
1206553.0
1206590.62
1206731.03
1206809.98
1206998.58
1207035.52
1207047.0
1207114.5
1207121.98
1207157.08
1207218.12
1207234.22
1207348.58
1207395.36
1207405.56
1207435.78
1207469.42
1207559.42
1207587.66
1207884.55
1207900.36
1208043.0
1208672.91
1209155.72
1209166.44
1209499.34
1209625.41
1210312.28
1210370.47
1210512.28
1210631.97
1210769.03
1210953.44
1211142.39
1211252.41
1211395.19
1211471.95
1211687.16
1211738.78
1212137.22
1212220.78
1212493.31
1212564.77
1212600.78
1212763.47
1212909.97
1213007.28
1213394.12
1213471.2
1213515.88
1213559.38
1213749.22
1213775.47
1213823.64
1213824.33
1213989.72
1214291.39
1214326.41
1214528.38
1214547.27
1214887.45
1215738.12
1215770.56
1215810.58
1216104.97
1216222.47
1216248.19
1216368.33
1217135.67
1217528.22
1217718.78
1217806.97
1217816.3
1217909.41
1217953.09
1217957.23
1218224.88
1218392.27
1218588.5
1218920.64
1218976.19
1219008.31
1219046.14
1219090.75
1219298.12
1219465.09
1219620.38
1219729.59
1219945.8
1219978.72
1219987.84
1220062.77
1220074.5
1220162.98
1220171.5
1220440.0
1220539.36
1220829.86
1220914.62
1221062.22
1221072.47
1221183.53
1221206.48
1221512.53
1221520.47
1221783.86
1221791.66
1222225.81
1222393.02
1222519.69
1222594.81
1222623.25
1222790.81
1222909.53
1222960.02
1223072.27
1223078.12
1223106.64
1223110.09
1223214.31
1223312.78
1223378.91
1223538.09
1223573.61
1223625.86
1224127.09
1224263.3
1224385.72
1224492.97
1224584.72
1224790.91
1224966.84
1225064.59
1225088.36
1225362.66
1225492.27
1225548.33
1225824.41
1225852.33
1225855.69
1225962.22
1225986.11
1226008.97
1226382.86
1226401.38
1226437.69
1226528.47
1226578.84
1226605.7
1226790.75
1226843.05
1226846.25
1226970.3
1227099.25
1227137.48
1227295.08
1227415.03
1227534.23
1227565.86
1227894.66
1228011.39
1228027.62
1228082.98
1228092.91
1228396.38
1228595.12
1228608.69
1228712.53
1228770.78
1228838.62
1229158.09
1229435.62
1229566.06
1229573.14
1229687.17
1229717.89
1229728.69
1229750.91
1229783.69
1230251.88
1230542.08
1231101.53
1231143.81
1231170.75
1231236.8
1231278.53
1231464.44
1231531.62
1231841.09
1231918.06
1232067.91
1232107.28
1232114.31
1232371.09
1232438.97
1232614.34
1232836.5
1232898.23
1233026.92
1233098.5
1233482.0
1233535.28
1234109.73
1234201.16
1234207.72
1234282.84
1234290.75
1234426.47
1234640.41
1234677.5
1234902.94
1235257.19
1235475.05
1235537.12
1235608.22
1235795.22
1236228.36
1236346.28
1236462.91
1236585.69
1236671.31
1236687.06
1236877.28
1236996.28
1237048.56
1237268.91
1237559.31
1237572.78
1237736.03
1238033.03
1238193.92
1238279.41
1238509.22
1238646.11
1238698.45
1238816.09
1238949.59
1238988.25
1239013.81
1239281.45
1239287.45
1239352.5
1239514.17
1239598.75
1239917.81
1239942.12
1240075.84
1240077.53
1240128.0
1240172.64
1240184.73
1240565.62
1240773.52
1240946.14
1240950.52
1241196.45
1241248.38
1241386.16
1241695.69
1241761.06
1241771.72
1241943.73
1241971.44
1242128.09
1242245.94
1242378.86
1242567.16
1242674.97
1242700.73
1242803.58
1243097.5
1243124.3
1243169.62
1243192.19
1243197.77
1243236.81
1243262.3
1243304.86
1243389.66
1243463.19
1243716.53
1243738.38
1243997.19
1244114.72
1244213.25
1244548.03
1244555.09
1244696.11
1244985.25
1245063.64
1245243.16
1245245.78
1245260.75
1245261.47
1245662.06
1245825.14
1245830.39
1245897.09
1246042.06
1246402.88
1246620.19
1246784.39
1246878.69
1246958.97
1246974.41
1247031.73
1247514.34
1247533.27
1247541.09
1247739.06
1247977.11
1248005.12
1248054.81
1248157.5
1248337.88
1248382.19
1248521.98
1248542.31
1248618.25
1248673.03
1248723.88
1248737.94
1248932.16
1249215.28
1249386.75
1249415.41
1249449.53
1249477.98
1249779.56
1249812.84
1249844.62
1250145.22
1250306.69
1250356.91
1250396.94
1250428.95
1250454.03
1250459.08
1250626.72
1250670.2
1250886.53
1251016.75
1251139.02
1251238.86
1251336.06
1251338.64
1251631.84
1251949.78
1251988.03
1251991.84
1252517.83
1252654.41
1252662.88
1252761.53
1252947.77
1252964.42
1253049.66
1253220.48
1253327.25
1253426.16
1253472.94
1253705.25
1253724.27
1253768.88
1253840.0
1253851.28
1253922.38
1253953.66
1253999.28
1254021.33
1254113.81
1254126.67
1254211.45
1254311.03
1254341.7
1254355.73
1254475.98
1254594.69
1254599.16
1254635.47
1254795.41
1254801.75
1254835.94
1254997.59
1254997.69
1255161.16
1255278.44
1255463.47
1255506.28
1255581.22
1255636.55
1255774.34
1255810.53
1256255.06
1256399.16
1256507.56
1256520.12
1256851.94
1256946.2
1257071.41
1257183.19
1257204.0
1257413.73
1257567.5
1257905.12
1258024.89
1258220.89
1258248.31
1258634.23
1258775.44
1258807.11
1259189.91
1259414.38
1259536.16
1259555.12
1259662.78
1259904.0
1259998.09
1260012.66
1260085.56
1260191.28
1260297.64
1260689.34
1260791.59
1260885.0
1260901.72
1260925.94
1260970.33
1261040.16
1261120.69
1261187.5
1261224.81
1261379.09
1261528.72
1261532.34
1261656.06
1261769.39
1261960.12
1262021.91
1262041.25
1262088.38
1262305.41
1262341.92
1262374.58
1262620.78
1262656.38
1262787.09
1262884.7
1263046.47
1263168.06
1263347.73
1263602.45
1263613.66
1263861.36
1263911.92
1264083.25
1264179.31
1264259.47
1264311.38
1264348.98
1264482.89
1264608.75
1264622.14
1264763.19
1264770.16
1264900.62
1264960.09
1265155.78
1265669.45
1265899.2
1266154.34
1266240.13
1266489.28
1266533.94
1266564.77
1266755.72
1267211.53
1267284.47
1267734.94
1267815.5
1267946.41
1267965.06
1268064.97
1268200.59
1268216.17
1268492.89
1268637.75
1268826.06
1268864.88
1269148.25
1269188.56
1269296.25
1269308.88
1269320.03
1269348.41
1269374.62
1269391.3
1269393.72
1269435.16
1269462.47
1269624.06
1269653.84
1269664.81
1269993.23
1270021.7
1270033.95
1270160.84
1270244.62
1270454.16
1270482.33
1270751.84
1271041.39
1271107.52
1271462.23
1271468.81
1271510.97
1271555.34
1271876.25
1271933.92
1271938.45
1271981.84
1272087.38
1272504.88
1272743.06
1272889.53
1273002.0
1273099.22
1273153.19
1273451.75
1273701.66
1273712.97
1273790.34
1273837.19
1273938.09
1274065.53
1274107.25
1274155.97
1274280.53
1274280.67
1274302.69
1274375.59
1274435.69
1274445.08
1274509.92
1274518.97
1274560.19
1274700.69
1274806.58
1275002.28
1275033.03
1275151.59
1275158.86
1275283.42
1275514.27
1275618.59
1275932.3
1276070.59
1276129.81
1276236.78
1276281.08
1276454.69
1276511.12
1276523.92
1276592.09
1276643.72
1276696.44
1276871.23
1276890.91
1276951.14
1277018.06
1277168.81
1277363.88
1277451.59
1277728.45
1277774.58
1278018.27
1278045.12
1278288.28
1278308.61
1278386.5
1278427.62
1278611.22
1278823.58
1278946.7
1278954.05
1278966.0
1279036.44
1279189.28
1279245.52
1279441.31
1279483.38
1279552.75
1279554.84
1279666.56
1279699.48
1279835.44
1279994.0
1280004.34
1280211.88
1280340.09
1280352.44
1280595.72
1280837.19
1281022.84
1281071.86
1281106.16
1281122.34
1281239.86
1281332.05
1281709.17
1281902.03
1282194.14
1282276.83
1282309.69
1282431.7
1282517.44
1282598.53
1282825.52
1282906.72
1283167.95
1283197.66
1283250.62
1283584.91
1283604.47
1283809.22
1283832.22
1283862.31
1283913.09
1283920.03
1284036.25
1284173.28
1284179.28
1284273.69
1284302.56
1284310.25
1284548.14
1284715.16
1284805.69
