File_Size,Record_Size,Threads,Frequency,Mean_Throughput
1024,128,256,2900000,5.8615317e+08
1024,128,256,3000000,5.8718815e+08
1024,128,256,3001000,6.4375510e+08
1024,512,1,1200000,9.6892487e+05
1024,512,1,1400000,9.6823474e+05
1024,512,1,1500000,1.0629022e+06
1024,512,1,1600000,1.0961466e+06
1024,512,1,1800000,1.0691816e+06
1024,512,1,1900000,1.1576236e+06
1024,512,1,2000000,1.0893077e+06
1024,512,1,2100000,1.1326709e+06
1024,512,1,2300000,1.1397633e+06
1024,512,1,2400000,1.2377968e+06
1024,512,1,2500000,1.1918419e+06
1024,512,1,2700000,1.2573057e+06
1024,512,1,2800000,1.2013105e+06
1024,512,1,2900000,1.2200128e+06
1024,512,1,3000000,1.2060884e+06
1024,512,1,3001000,1.2143286e+06
1024,512,2,1200000,2.0107001e+06
1024,512,2,1400000,1.8911325e+06
1024,512,2,1500000,2.1955453e+06
1024,512,2,1600000,2.2520761e+06
1024,512,2,1800000,2.1438712e+06
1024,512,2,1900000,2.3560301e+06
1024,512,2,2000000,2.2307530e+06
1024,512,2,2100000,2.4429214e+06
1024,512,2,2300000,2.3713172e+06
1024,512,2,2400000,2.4466382e+06
1024,512,2,2500000,2.5534330e+06
1024,512,2,2700000,2.5533950e+06
1024,512,2,2800000,2.7577213e+06
1024,512,2,2900000,2.6793093e+06
1024,512,2,3000000,2.7549591e+06
1024,512,2,3001000,2.8750951e+06
1024,512,4,1200000,3.5361833e+06
1024,512,4,1400000,4.0542040e+06
1024,512,4,1500000,4.2218482e+06
1024,512,4,1600000,4.4048302e+06
1024,512,4,1800000,4.1198803e+06
1024,512,4,1900000,4.3946075e+06
1024,512,4,2000000,4.1107291e+06
1024,512,4,2100000,4.4697635e+06
1024,512,4,2300000,4.3274430e+06
1024,512,4,2400000,4.3186484e+06
1024,512,4,2500000,5.0884505e+06
1024,512,4,2700000,4.6990593e+06
1024,512,4,2800000,4.9868835e+06
1024,512,4,2900000,4.6568638e+06
1024,512,4,3000000,4.6747185e+06
1024,512,4,3001000,4.6723446e+06
1024,512,8,1200000,7.6488432e+06
1024,512,8,1400000,8.4912936e+06
1024,512,8,1500000,8.7279416e+06
1024,512,8,1600000,8.7211384e+06
1024,512,8,1800000,9.2583930e+06
1024,512,8,1900000,9.4652455e+06
1024,512,8,2000000,8.8750306e+06
1024,512,8,2100000,9.5747592e+06
1024,512,8,2300000,9.0470472e+06
1024,512,8,2400000,1.0356583e+07
1024,512,8,2500000,1.0053882e+07
1024,512,8,2700000,1.0038631e+07
1024,512,8,2800000,1.0415357e+07
1024,512,8,2900000,1.0147055e+07
1024,512,8,3000000,1.0281783e+07
1024,512,8,3001000,1.0391050e+07
1024,512,16,1200000,1.6714692e+07
1024,512,16,1400000,1.7463509e+07
1024,512,16,1500000,1.8584098e+07
1024,512,16,1600000,1.8873747e+07
1024,512,16,1800000,1.9421278e+07
1024,512,16,1900000,2.0355948e+07
1024,512,16,2000000,2.0292608e+07
1024,512,16,2100000,2.0769661e+07
1024,512,16,2300000,2.1391638e+07
1024,512,16,2400000,2.1071093e+07
1024,512,16,2500000,2.1957078e+07
1024,512,16,2700000,2.2208516e+07
1024,512,16,2800000,2.2370876e+07
1024,512,16,2900000,2.3678892e+07
1024,512,16,3000000,2.2324076e+07
1024,512,16,3001000,2.3282701e+07
1024,512,32,1200000,3.4537277e+07
1024,512,32,1400000,3.6940610e+07
1024,512,32,1500000,3.8881482e+07
1024,512,32,1600000,3.8910678e+07
1024,512,32,1800000,4.1641334e+07
1024,512,32,1900000,4.2522814e+07
1024,512,32,2000000,4.3427423e+07
1024,512,32,2100000,4.3388823e+07
1024,512,32,2300000,4.4902037e+07
1024,512,32,2400000,4.6165327e+07
1024,512,32,2500000,4.7597395e+07
1024,512,32,2700000,4.5547479e+07
1024,512,32,2800000,4.6962945e+07
1024,512,32,2900000,4.9104373e+07
1024,512,32,3000000,4.8879405e+07
1024,512,32,3001000,4.8980731e+07
1024,512,64,1200000,6.7544891e+07
1024,512,64,1400000,7.9268239e+07
1024,512,64,1500000,8.1039874e+07
1024,512,64,1600000,8.2594546e+07
1024,512,64,1800000,8.7604420e+07
1024,512,64,1900000,8.9420256e+07
1024,512,64,2000000,8.9406763e+07
1024,512,64,2100000,9.2772344e+07
1024,512,64,2300000,1.0092451e+08
1024,512,64,2400000,1.0430033e+08
1024,512,64,2500000,1.0992321e+08
1024,512,64,2700000,1.1146969e+08
1024,512,64,2800000,1.1334167e+08
1024,512,64,2900000,1.1427355e+08
1024,512,64,3000000,1.0332824e+08
1024,512,64,3001000,1.1198719e+08
1024,512,128,1200000,1.3878539e+08
1024,512,128,1400000,1.5531303e+08
1024,512,128,1500000,1.6113161e+08
1024,512,128,1600000,1.6629532e+08
1024,512,128,1800000,1.7082959e+08
1024,512,128,1900000,1.7553152e+08
1024,512,128,2000000,1.8251397e+08
1024,512,128,2100000,1.9174776e+08
1024,512,128,2300000,2.0533248e+08
1024,512,128,2400000,2.0733779e+08
1024,512,128,2500000,2.1881775e+08
1024,512,128,2700000,2.4032138e+08
1024,512,128,2800000,2.3938690e+08
1024,512,128,2900000,2.4599362e+08
1024,512,128,3000000,2.5628283e+08
1024,512,128,3001000,2.9099834e+08
1024,512,256,1200000,2.7500263e+08
1024,512,256,1400000,3.0706198e+08
1024,512,256,1500000,3.2108284e+08
1024,512,256,1600000,3.2960643e+08
1024,512,256,1800000,3.3375015e+08
1024,512,256,1900000,3.5735849e+08
1024,512,256,2000000,3.5563477e+08
1024,512,256,2100000,3.8348217e+08
1024,512,256,2300000,4.0972889e+08
1024,512,256,2400000,4.0977723e+08
1024,512,256,2500000,4.3656299e+08
1024,512,256,2700000,4.7972087e+08
1024,512,256,2800000,4.7250925e+08
1024,512,256,2900000,5.0619279e+08
1024,512,256,3000000,5.0839357e+08
1024,512,256,3001000,5.8203018e+08
