
python3 run.py 

Data Header Information:
 22 ('total_UPDRS', 'Jitter(%)', 'Jitter(Abs)', 'Jitter:RAP', 'Jitter:PPQ5', 'Jitter:DDP', 'Shimmer', 'Shimmer(dB)', 'Shimmer:APQ3', 'Shimmer:APQ5', 'Shimmer:APQ11', 'Shimmer:DDA', 'NHR', 'HNR', 'RPDE', 'DFA', 'PPE')
 13 ('X', 'Y', 'month', 'day', 'FFMC', 'DMC', 'DC', 'ISI', 'temp', 'RH', 'wind', 'rain', 'area')
 5 ('File_Size', 'Record_Size', 'Threads', 'Frequency', 'Mean_Throughput')

Processed Data Sizes:
 (5875, 16) (5875,)
 (517, 12) (517,)
 (864, 4) (864,)

Data,Tolerance,Train_Size,Test_Size,Fold_Num,Model_Name,Fit_Time,Eval_Time,Min_Error,Max_Error,Median_Error,Average_Error
HPC I/O,0.2,691,173,0,Max Box Mesh,11.835474967956543,0.004560947418212891,970.014332974,1908695.08425,38098.7379946,149908.232702
HPC I/O,0.2,691,173,0,Iterative Box Mesh,11.598611116409302,0.004492044448852539,-39182.6335685,-20.9329417073,-783.10983167,-3078.33047328
HPC I/O,0.2,691,173,0,Voronoi Mesh,5.889631986618042,0.006702899932861328,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.2,691,173,1,Max Box Mesh,11.746258974075317,0.004506826400756836,3.58841557276,9018.32189797,180.02201852,718.367905136
HPC I/O,0.2,691,173,1,Iterative Box Mesh,11.734517335891724,0.004653215408325195,0.601812972276,3147.63956592,62.19467209,250.130880369
HPC I/O,0.2,691,173,1,Voronoi Mesh,6.441374778747559,0.0062100887298583984,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.2,691,173,2,Max Box Mesh,11.969040155410767,0.004546642303466797,11.7207423235,26035.8868734,523.680417079,2054.74825743
HPC I/O,0.2,691,173,2,Iterative Box Mesh,11.753967046737671,0.004502058029174805,1764.13916374,3612895.75976,72804.0241946,285256.07602
HPC I/O,0.2,691,173,2,Voronoi Mesh,5.618324041366577,0.006557941436767578,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.2,691,173,3,Max Box Mesh,11.40647292137146,0.004466056823730469,24.6483112677,52902.8412569,1157.8441016,4294.37142083
HPC I/O,0.2,691,173,3,Iterative Box Mesh,11.797826051712036,0.004470109939575195,177463981.622,366048519429.0,8018192205.14,29720230357.4
HPC I/O,0.2,691,173,3,Voronoi Mesh,5.970608234405518,0.006872892379760742,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.2,691,173,4,Max Box Mesh,11.643125057220459,0.004518985748291016,-0.597990546827,576.182071255,9.39969277551,48.4186214791
HPC I/O,0.2,691,173,4,Iterative Box Mesh,12.221016883850098,0.004521846771240234,28502437.6396,40922163495.3,737337399.563,3503776378.49
HPC I/O,0.2,691,173,4,Voronoi Mesh,7.180787086486816,0.010879039764404297,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.2,691,173,5,Max Box Mesh,12.244343757629395,0.0044291019439697266,34.3445546018,66612.8514781,973.536412315,4386.32922816
HPC I/O,0.2,691,173,5,Iterative Box Mesh,12.344681024551392,0.004480123519897461,-11477.5900332,-7.08934859746,-168.898336883,-756.872506617
HPC I/O,0.2,691,173,5,Voronoi Mesh,5.664528846740723,0.0069768428802490234,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.2,691,173,6,Max Box Mesh,11.780878782272339,0.004418134689331055,347.475539292,639372.222407,12669.8545509,59092.3451411
HPC I/O,0.2,691,173,6,Iterative Box Mesh,10.952040195465088,0.004327058792114258,-922188.815312,-503.617070918,-18276.5662372,-85233.163227
HPC I/O,0.2,691,173,6,Voronoi Mesh,6.77298378944397,0.00789499282836914,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.2,691,173,7,Max Box Mesh,11.62947130203247,0.0044422149658203125,-0.933779318197,99.7280878777,1.30865024781,7.88071400054
HPC I/O,0.2,691,173,7,Iterative Box Mesh,12.176371097564697,0.0046079158782958984,6806.42372376,10354751.5697,237326.071226,912928.035542
HPC I/O,0.2,691,173,7,Voronoi Mesh,5.7931067943573,0.006093025207519531,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.2,691,173,8,Max Box Mesh,11.608908891677856,0.004441022872924805,-0.988986919006,19.191376683,-0.374314372456,1.00446437558
HPC I/O,0.2,691,173,8,Iterative Box Mesh,11.99785590171814,0.004536151885986328,160365.723204,294016261.785,9110905.73892,29187960.4672
HPC I/O,0.2,691,173,8,Voronoi Mesh,6.4997968673706055,0.0054361820220947266,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.2,691,173,9,Max Box Mesh,11.423292875289917,0.005009889602661133,12.8676325312,28603.2625723,634.404440654,2353.62095184
HPC I/O,0.2,691,173,9,Iterative Box Mesh,11.111925840377808,0.004451751708984375,-33288.1047799,-17.1379212608,-740.427354235,-2741.09910735
HPC I/O,0.2,691,173,9,Voronoi Mesh,6.909527063369751,0.008221149444580078,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.3,691,173,0,Max Box Mesh,11.41063404083252,0.004393100738525391,-0.234687813215,1279.78836502,21.0762131604,99.6685309827
HPC I/O,0.3,691,173,0,Iterative Box Mesh,10.797861099243164,0.004281759262084961,-0.832184076609,279.848372541,3.84082203377,21.0743675261
HPC I/O,0.3,691,173,0,Voronoi Mesh,5.272548675537109,0.00534820556640625,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.3,691,173,1,Max Box Mesh,11.788314819335938,0.004467964172363281,7.84290534105,17651.820881,297.593321667,1069.3097863
HPC I/O,0.3,691,173,1,Iterative Box Mesh,11.692633867263794,0.004442930221557617,12359.2119579,24674311.2683,417359.200373,1496029.46838
HPC I/O,0.3,691,173,1,Voronoi Mesh,5.620668888092041,0.005384922027587891,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.3,691,173,2,Max Box Mesh,12.243943929672241,0.004499912261962891,1.89311702468,4148.70167147,112.202599503,441.136093381
HPC I/O,0.3,691,173,2,Iterative Box Mesh,12.145502090454102,0.004552125930786133,8.82352459531e+21,1.26558982748e+25,3.45249055757e+23,1.34844137349e+24
HPC I/O,0.3,691,173,2,Voronoi Mesh,5.563029050827026,0.006439924240112305,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.3,691,173,3,Max Box Mesh,11.72308611869812,0.005731105804443359,7404.79563594,15261482.6505,280926.476301,1162325.33185
HPC I/O,0.3,691,173,3,Iterative Box Mesh,11.407906770706177,0.004413127899169922,333.732143454,689797.825911,12696.5494491,52534.6090793
HPC I/O,0.3,691,173,3,Voronoi Mesh,5.427062034606934,0.005259990692138672,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.3,691,173,4,Max Box Mesh,11.399652004241943,0.004356861114501953,21.7847064253,42535.8059487,660.225217186,3383.65872187
HPC I/O,0.3,691,173,4,Iterative Box Mesh,11.703327894210815,0.004389047622680664,83.9109493949,158519.391262,2463.16433493,12612.4864363
HPC I/O,0.3,691,173,4,Voronoi Mesh,5.125638008117676,0.005967855453491211,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.3,691,173,5,Max Box Mesh,11.324223041534424,0.004407167434692383,-0.984458440773,25.4213171893,-0.551584605855,1.15980057314
HPC I/O,0.3,691,173,5,Iterative Box Mesh,11.065714836120605,0.004392862319946289,-0.99255033043,11.6647577491,-0.785057183293,0.0352758285687
HPC I/O,0.3,691,173,5,Voronoi Mesh,5.772032022476196,0.007874011993408203,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.3,691,173,6,Max Box Mesh,11.643992185592651,0.004460811614990234,61.101187818,139738.934763,2578.41262983,10438.421844
HPC I/O,0.3,691,173,6,Iterative Box Mesh,11.788172721862793,0.004472017288208008,21.2960410814,50169.4948916,925.080353394,3747.04068131
HPC I/O,0.3,691,173,6,Voronoi Mesh,5.429801940917969,0.006762981414794922,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.3,691,173,7,Max Box Mesh,11.153028011322021,0.0045011043548583984,-3484.21567904,-3.15221185982,-53.0639810566,-318.817174798
HPC I/O,0.3,691,173,7,Iterative Box Mesh,11.48836898803711,0.004481792449951172,-61186782.5752,-37807.1334999,-914566.083069,-5582833.60271
HPC I/O,0.3,691,173,7,Voronoi Mesh,5.645839691162109,0.007058858871459961,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.3,691,173,8,Max Box Mesh,11.388175010681152,0.004396200180053711,937.852942121,1304935.33667,23160.5216331,109487.180868
HPC I/O,0.3,691,173,8,Iterative Box Mesh,11.452423095703125,0.004376888275146484,63.4962875636,89644.0822554,1590.12475729,7520.49871533
HPC I/O,0.3,691,173,8,Voronoi Mesh,5.2116639614105225,0.005715131759643555,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.3,691,173,9,Max Box Mesh,11.348439931869507,0.004354953765869141,-0.739016498719,419.048470954,7.73935128643,35.693359015
HPC I/O,0.3,691,173,9,Iterative Box Mesh,11.245161056518555,0.00434112548828125,22.7951833953,38296.9397251,795.810777679,3344.51878899
HPC I/O,0.3,691,173,9,Voronoi Mesh,5.293581962585449,0.006349086761474609,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.4,691,173,0,Max Box Mesh,11.670215845108032,0.0044727325439453125,-0.770451494883,468.841170249,9.04618067286,38.306916271
HPC I/O,0.4,691,173,0,Iterative Box Mesh,10.91357684135437,0.0043659210205078125,-0.990869396032,17.6885715113,-0.600399501344,0.563486050467
HPC I/O,0.4,691,173,0,Voronoi Mesh,4.624191999435425,0.00429081916809082,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.4,691,173,1,Max Box Mesh,11.264181137084961,0.004372119903564453,25.1779121218,35805.5320832,837.805239318,3334.69733486
HPC I/O,0.4,691,173,1,Iterative Box Mesh,10.8679780960083,0.0043489933013916016,15163.2114376,20741829.7782,485897.94965,1932285.25118
HPC I/O,0.4,691,173,1,Voronoi Mesh,5.3306190967559814,0.005096912384033203,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.4,691,173,2,Max Box Mesh,10.539154052734375,0.004214048385620117,-0.972569142371,47.7391216145,0.137509142813,3.1994404924
HPC I/O,0.4,691,173,2,Iterative Box Mesh,11.402786016464233,0.005023956298828125,69230.6926086,123010804.25,2870914.82698,10598806.2714
HPC I/O,0.4,691,173,2,Voronoi Mesh,5.405424356460571,0.006452083587646484,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.4,691,173,3,Max Box Mesh,11.625534057617188,0.004393100738525391,0.781968019747,3560.08533926,54.8760182447,324.136717232
HPC I/O,0.4,691,173,3,Iterative Box Mesh,10.95877981185913,0.0043146610260009766,25.916710458,53789.3609554,843.009874459,4910.20535274
HPC I/O,0.4,691,173,3,Voronoi Mesh,4.5377020835876465,0.006490230560302734,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.4,691,173,4,Max Box Mesh,11.702990055084229,0.00450587272644043,48.2770454356,101821.053976,2119.63544007,9163.93579336
HPC I/O,0.4,691,173,4,Iterative Box Mesh,11.382910966873169,0.004395008087158203,8.84150664728,20334.6839312,422.528797138,1829.40147263
HPC I/O,0.4,691,173,4,Voronoi Mesh,4.776899814605713,0.005795001983642578,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.4,691,173,5,Max Box Mesh,10.10920000076294,0.004127025604248047,250.534062603,251012.937719,8899.63168189,30849.4278191
HPC I/O,0.4,691,173,5,Iterative Box Mesh,10.327794790267944,0.004242897033691406,-1466720.35697,-1470.75853974,-52008.9836828,-180265.570422
HPC I/O,0.4,691,173,5,Voronoi Mesh,4.68383002281189,0.004770994186401367,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.4,691,173,6,Max Box Mesh,11.100880146026611,0.004427671432495117,0.300188152525,2888.11257373,57.422550054,196.374178768
HPC I/O,0.4,691,173,6,Iterative Box Mesh,11.64532995223999,0.004515171051025391,-424267.98264,-191.932990757,-8580.36767674,-28985.4528865
HPC I/O,0.4,691,173,6,Voronoi Mesh,4.813515901565552,0.005290031433105469,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.4,691,173,7,Max Box Mesh,10.116050004959106,0.004176139831542969,-502.88371639,-1.20601623454,-8.93457645951,-36.1995338462
HPC I/O,0.4,691,173,7,Iterative Box Mesh,11.13392686843872,0.004692792892456055,-23541.2888211,-10.6629587784,-373.162346437,-1651.99437588
HPC I/O,0.4,691,173,7,Voronoi Mesh,5.363083124160767,0.007191896438598633,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.4,691,173,8,Max Box Mesh,11.918828010559082,0.004492998123168945,1.02593874081,3803.32430532,65.8948664817,318.852381389
HPC I/O,0.4,691,173,8,Iterative Box Mesh,9.38906216621399,0.004040956497192383,-0.878222927331,227.673981129,3.02098091745,18.2259943043
HPC I/O,0.4,691,173,8,Voronoi Mesh,4.6340696811676025,0.006788015365600586,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.4,691,173,9,Max Box Mesh,11.568235874176025,0.0044558048248291016,-0.115152378856,1824.1430902,29.102550353,126.630150756
HPC I/O,0.4,691,173,9,Iterative Box Mesh,12.599213123321533,0.004420042037963867,77.3219320748,161550.808155,2663.51516362,11296.1315731
HPC I/O,0.4,691,173,9,Voronoi Mesh,5.182700157165527,0.00765681266784668,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.5,691,173,0,Max Box Mesh,10.302186250686646,0.004487752914428711,843.307102969,2111027.17223,27218.0397571,142255.180913
HPC I/O,0.5,691,173,0,Iterative Box Mesh,10.424943923950195,0.0042858123779296875,-106608.109805,-43.6375835336,-1375.56392025,-7184.94974474
HPC I/O,0.5,691,173,0,Voronoi Mesh,4.371156930923462,0.005581855773925781,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.5,691,173,1,Max Box Mesh,10.90753173828125,0.00427699089050293,-0.657000289573,322.005362718,8.87032483154,36.6977991672
HPC I/O,0.5,691,173,1,Iterative Box Mesh,10.260199069976807,0.004202127456665039,-0.955187925027,41.1998622474,0.289533847746,3.92512544838
HPC I/O,0.5,691,173,1,Voronoi Mesh,4.17974591255188,0.005041360855102539,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.5,691,173,2,Max Box Mesh,11.621208190917969,0.004453897476196289,5.62701706025,13368.6844355,195.135950753,1002.30600981
HPC I/O,0.5,691,173,2,Iterative Box Mesh,10.713984966278076,0.004305839538574219,45.1877925129,93180.6238067,1365.99310041,6991.6619151
HPC I/O,0.5,691,173,2,Voronoi Mesh,3.8431079387664795,0.004891872406005859,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.5,691,173,3,Max Box Mesh,9.877458095550537,0.004151105880737305,40.9156591723,91896.7764476,1695.31026109,6821.65329976
HPC I/O,0.5,691,173,3,Iterative Box Mesh,10.956133127212524,0.004273891448974609,34.1485818442,77060.3317447,1421.44929992,5720.16943017
HPC I/O,0.5,691,173,3,Voronoi Mesh,4.192018985748291,0.007159709930419922,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.5,691,173,4,Max Box Mesh,11.271822214126587,0.004426717758178711,-0.998389087694,1.60330397151,-0.903484973293,-0.708297535629
HPC I/O,0.5,691,173,4,Iterative Box Mesh,11.039243936538696,0.0044078826904296875,-3295116.10626,-2040.00179577,-122164.268663,-369221.501101
HPC I/O,0.5,691,173,4,Voronoi Mesh,3.8592019081115723,0.004891872406005859,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.5,691,173,5,Max Box Mesh,11.660284042358398,0.004491090774536133,7.16647826921,17986.1059549,187.856823193,1024.96757103
HPC I/O,0.5,691,173,5,Iterative Box Mesh,11.161657810211182,0.004395961761474609,29.6537288725,67515.4802951,707.893805021,3850.07640253
HPC I/O,0.5,691,173,5,Voronoi Mesh,3.5214967727661133,0.003660917282104492,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.5,691,173,6,Max Box Mesh,11.073045015335083,0.004434823989868164,-0.989228359037,18.7458109162,-0.75740379391,0.638166535224
HPC I/O,0.5,691,173,6,Iterative Box Mesh,9.606643915176392,0.0040509700775146484,-7.44351633191,-1.00351503642,-1.07916477184,-1.53457175645
HPC I/O,0.5,691,173,6,Voronoi Mesh,4.342582941055298,0.005589962005615234,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.5,691,173,7,Max Box Mesh,10.97365403175354,0.004364013671875,2.21617521012,4614.26410457,84.9004177979,423.701996424
HPC I/O,0.5,691,173,7,Iterative Box Mesh,9.454554080963135,0.0037860870361328125,-0.987927238535,16.3246104437,-0.677550137634,0.594230899033
HPC I/O,0.5,691,173,7,Voronoi Mesh,3.845820903778076,0.005083322525024414,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.5,691,173,8,Max Box Mesh,9.202858924865723,0.003983736038208008,-4941.38677313,-3.49234078993,-140.733521073,-432.785800941
HPC I/O,0.5,691,173,8,Iterative Box Mesh,9.104676008224487,0.004014015197753906,-11866643860.6,-5986520.25223,-335635246.977,-1037135059.18
HPC I/O,0.5,691,173,8,Voronoi Mesh,5.119632005691528,0.006208181381225586,-1.0,-1.0,-1.0,-1.0
HPC I/O,0.5,691,173,9,Max Box Mesh,9.943851947784424,0.004125833511352539,-971.748955876,-1.84406608333,-35.4215105756,-129.716330184
HPC I/O,0.5,691,173,9,Iterative Box Mesh,10.366514921188354,0.004246950149536133,-5477.49631398,-5.76181279015,-195.189522067,-727.155308779
HPC I/O,0.5,691,173,9,Voronoi Mesh,3.9948110580444336,0.004381895065307617,-1.0,-1.0,-1.0,-1.0
