algorithm,step,0 percentile,10 percentile,25 percentile,50 percentile,75 percentile,90 percentile,100 percentile
ADAGRAD,43,0.22554176731672257,0.26255492431849553,0.28215153682977345,0.30727769826771745,0.3303389525340982,0.3481700678666394,0.38763273811863097
ADAGRAD,44,0.224961515532825,0.2618865069776481,0.2814466973164094,0.30654962367838745,0.3295758183183097,0.34738135764232264,0.38676410082109536
ADAGRAD,45,0.2243709229698405,0.26124029627720957,0.2807629329288806,0.30581809247303277,0.32882550256865467,0.34656974827639997,0.38587349361157147
ADAGRAD,46,0.2237941463399619,0.2605969089151091,0.2800753687884318,0.30511036206584546,0.32806146848540785,0.34578417702694625,0.38501792164832144
ADAGRAD,47,0.2232373247990583,0.25997034229513455,0.2794127198444238,0.30442547082067517,0.32732163311004736,0.3450058869486427,0.38418426080465473
ADAGRAD,48,0.2226863914465536,0.25934539932350814,0.278752105426269,0.3037379560095209,0.32660296217915485,0.34425591523470594,0.38339201805555956
ADAGRAD,49,0.2221425299411024,0.2587172997955087,0.27808452931637084,0.30308913445220476,0.3258604146436995,0.3435033905049787,0.38259877304570233
ADAGRAD,50,0.22159787529308095,0.25809597108208415,0.277456065400634,0.3024208165077268,0.3251441302040058,0.3427695409379273,0.3818185803471072
ADAGRAD,51,0.22107264990071543,0.2574987963567069,0.2768223821579705,0.3017614302781798,0.3244473008029464,0.3420377629488761,0.3810441537833332
ADAGRAD,52,0.2205495528570476,0.256904323835084,0.27620297254745446,0.30110778220793505,0.3237635598111429,0.34133279191184396,0.3802684067332144
ADAGRAD,53,0.22002764647518214,0.25630282381477354,0.2755874058521231,0.3004502332052648,0.3230930370180626,0.34065412128763933,0.3795184013339166
ADAGRAD,54,0.21951596575007976,0.25572745271241276,0.274987244636177,0.2998103164487751,0.3224045689693898,0.3399907881849797,0.37877933331461905
ADAGRAD,55,0.21902501948322023,0.2551603616772785,0.2743817647753389,0.2991719480201529,0.3217499329468542,0.33933847498792136,0.37806559298688097
ADAGRAD,56,0.21853010616715118,0.2545806091548056,0.273791028894644,0.29854487147897996,0.3210836543947162,0.3386848487193263,0.3773362127779403
ADAGRAD,57,0.21803748644656787,0.25401952841519804,0.2732167606053035,0.2979216923614934,0.32043515342709245,0.33801034100854277,0.376634220814274
ADAGRAD,58,0.2175534192378547,0.25347015107697723,0.2726219641215044,0.2973041664199001,0.3198145484550645,0.3373527508904583,0.37596164108311914
ADAGRAD,59,0.21707375867379758,0.2529163147850719,0.27203999951381597,0.29670714991830954,0.3191887692205042,0.3367007972953094,0.3752610452395241
ADAGRAD,60,0.21659756693715362,0.2523766398287769,0.27145294194162617,0.2961140327813197,0.3185696189135965,0.33605754831811535,0.37455679137920245
ADAGRAD,61,0.21612005408307494,0.25184212428951197,0.2708757405670261,0.29552215983884705,0.31796853215129256,0.33543218164822725,0.37388179102414304
ADAGRAD,62,0.21566102353720243,0.25131402133008945,0.270340936428217,0.29492906459994467,0.31736604210698127,0.3347934890147072,0.3732065497388453
ADAGRAD,63,0.21520144288919046,0.2508113929490153,0.26978824918443434,0.2943511559518126,0.31676028902633496,0.33416810786905365,0.3725371332791787
ADAGRAD,64,0.2147591157664394,0.25029875174381655,0.2692450620301035,0.2937810075807429,0.3161651548310924,0.3335390902177251,0.37187850470610706
ADAGRAD,65,0.21431040451205594,0.2497879557069663,0.2687065450317505,0.29321494118028635,0.3155722453413738,0.3329278001739026,0.37123719190742854
ADAGRAD,66,0.2138618150054,0.24928687493783808,0.2681881827202874,0.2926694437514435,0.31498461159889213,0.33234399693228794,0.3706028934817977
ADAGRAD,67,0.21341009492003568,0.2487820248126328,0.26767512408810207,0.2921388479959048,0.3144087161789393,0.3317572222427381,0.36994476260838105
ADAGRAD,68,0.21296988001767497,0.24828813780412887,0.2671713293877621,0.291610321296909,0.3138400896013342,0.3311505866939858,0.36931267764807146
ADAGRAD,69,0.21253682207405605,0.24780202465158088,0.26666277787668896,0.2910758685055084,0.313268137813461,0.33055831664531243,0.36867761049782144
ADAGRAD,70,0.21208895803107494,0.24731980916118465,0.2661550352444354,0.2905468551571329,0.3126999625995619,0.3299961266210608,0.36806366630730963
ADAGRAD,71,0.21165556948121553,0.24683371973950147,0.26566152154497424,0.2900144467610345,0.3121490896183849,0.3294359161783049,0.36744061615403334
ADAGRAD,72,0.21123102637970115,0.24633605517821044,0.2651853130979777,0.28950629066893513,0.3116005517415593,0.32887789952572477,0.3668487263037858
ADAGRAD,73,0.21079826495477869,0.2458573356652282,0.2647144641363416,0.2889972357048209,0.31105791803937644,0.32832712552068855,0.36624753094001905
ADAGRAD,74,0.21037487164656188,0.24539396493116317,0.2642416826504018,0.288490308927937,0.31050613422725887,0.32776604912842594,0.3656500367085047
ADAGRAD,75,0.20994525875434647,0.24493046085706024,0.2637578038229594,0.28798590071277136,0.30996358884248837,0.32720423624521466,0.3650622194600273
ADAGRAD,76,0.20952400170796537,0.24446655994045086,0.26328925700520117,0.28747548915739407,0.3094335769219862,0.32667648196316046,0.36447552667571914
ADAGRAD,77,0.20911876871070958,0.24401084515692292,0.2628235252768435,0.28698254142512925,0.30891813350300973,0.3261255828880009,0.3638932764542308
ADAGRAD,78,0.20870079718730472,0.24356629248608616,0.2623648307512136,0.28648890546385364,0.30840904990455453,0.3256179024169658,0.36331069318962383
ADAGRAD,79,0.20830052194607612,0.24312266796635212,0.26190386412888517,0.28600778668122734,0.3079040315574132,0.32509519838971035,0.36273028000002855
ADAGRAD,80,0.20790644557517027,0.24267186134372698,0.2614566382223563,0.2855255030445755,0.30739353053965457,0.32456387032728357,0.3621770145421988
ADAGRAD,81,0.20752211585566308,0.2422405152715944,0.261008971801469,0.2850576836826721,0.30688596629501896,0.32403664424462014,0.3616169702686297
ADAGRAD,82,0.20712790763083933,0.24181627447375828,0.26056246996982385,0.2846015525672695,0.3063891598843015,0.3235305951262442,0.361079459780613
ADAGRAD,83,0.20673593958645958,0.24138394919362863,0.2601166528384658,0.2841478263043416,0.30590406934499054,0.3230096335908302,0.3605220072616679
ADAGRAD,84,0.20635780795416073,0.2409561948713973,0.25966821198510187,0.283681545872047,0.3054341330696388,0.3224742660169388,0.35995967646218574
ADAGRAD,85,0.2059777675547815,0.24053886673468966,0.2592246442136172,0.28321844124432377,0.30496410825036696,0.3219473714612651,0.35942285815274044
ADAGRAD,86,0.20561020374456576,0.2401285705181969,0.25879311081095796,0.2827530729990351,0.3044958021714369,0.3214344162745114,0.35890787898955817
ADAGRAD,87,0.20523546545232202,0.2397202364942823,0.2583696674679202,0.28229921584547396,0.3040179986807048,0.3209345161790588,0.3583946302377107
ADAGRAD,88,0.20486946950016843,0.2393171292319912,0.25794557850065025,0.2818464213121392,0.3035526769004973,0.3204356695200111,0.3578775563024904
ADAGRAD,89,0.20450234942699658,0.23891450222349123,0.25752214117415945,0.2813878722281369,0.30308539929441397,0.3199579182002267,0.35735494661757244
ADAGRAD,90,0.20412978291549444,0.23851804761897527,0.25710484310497134,0.28093496875135476,0.30261558290891627,0.31948224122113794,0.35685580906180114
ADAGRAD,91,0.20374939889904697,0.2381370768423328,0.2566949244068944,0.28050080080944334,0.3021541511202,0.3190070387657992,0.3563373919969011
ADAGRAD,92,0.20338037133437611,0.23774063460136746,0.25628430700335025,0.28007495505389524,0.3016965264056824,0.31854283463944,0.3558184688958251
ADAGRAD,93,0.2030223326295508,0.23734150470337484,0.255869897777314,0.2796535891000916,0.30122141212264775,0.31808163640082227,0.35531429223005834
ADAGRAD,94,0.20266571984403767,0.23695358918006817,0.25546369297678834,0.27922353029907976,0.3007667723582134,0.31761758729693695,0.35481435287362506
ADAGRAD,95,0.20230912778458207,0.23656547192225313,0.25505738673000417,0.27880697341423155,0.30034198612847746,0.3171583562143948,0.3543304772534131
ADAGRAD,96,0.2019562584314609,0.236177998925228,0.2546511395914946,0.27838434277286433,0.29991146571399413,0.316717271317512,0.35384590927156206
ADAGRAD,97,0.20161525490403692,0.23580166480223047,0.2542517587811658,0.27797378067687384,0.2994653955676325,0.3162877176320195,0.35335895835592973
ADAGRAD,98,0.20126941136066084,0.2354139458584766,0.2538549174907166,0.27757666650722307,0.29902548225460307,0.3158566528076489,0.3528646354081617
ADAGRAD,99,0.20093308227252515,0.2350271076818759,0.2534760176852282,0.2771753548764898,0.2985903072539595,0.3154380898243946,0.3523924317614784
ADAGRAD,100,0.20059291391101458,0.23464282405592526,0.25308270334384136,0.2767817162042036,0.29816381428571026,0.31499390369095126,0.3519214336130251
ADAGRAD,101,0.20026099071384248,0.23427833317559404,0.25269807298501157,0.27638185528207204,0.29775028429907036,0.3145714866479497,0.3514414733479536
ADAGRAD,102,0.19993328534998447,0.23391376363923083,0.25231671585217524,0.2759875683152584,0.2973151099435022,0.3141474865530154,0.3509913236459131
ADAGRAD,103,0.19960463420922328,0.23355071164155947,0.2519342420778824,0.27559350787341724,0.2969007506911804,0.313732932497519,0.35054592783197247
ADAGRAD,104,0.1992801272403089,0.23318960310175546,0.251547127243188,0.27519762366673983,0.29648727262436286,0.31332294113115194,0.35008095724329524
ADAGRAD,105,0.1989492290605848,0.23283446034468142,0.2511636333174264,0.27480743155767506,0.2960827646607207,0.31290484746662334,0.3496155478899451
ADAGRAD,106,0.19861795869167972,0.23247958472466182,0.25077232612434247,0.27441611499998697,0.2956786961859289,0.3125033017033569,0.349158531850606
ADAGRAD,107,0.19828488844433786,0.23214258018316927,0.25039686090786695,0.2740170451176424,0.29527256509137745,0.3120926845691308,0.34872236874395107
ADAGRAD,108,0.1979601589443487,0.23181633145342892,0.2500361772662729,0.2736242773597138,0.2948656519058208,0.3116944181355067,0.34827820611565347
ADAGRAD,109,0.19762830879915944,0.23147341199623764,0.2496755709282044,0.27324021340283383,0.29447095002615586,0.3112869529608135,0.34784461672209516
ADAGRAD,110,0.19729902305319785,0.23114373759745263,0.24930430360071662,0.27286133947526364,0.2940763638746288,0.3108993662773286,0.3474016238680536
ADAGRAD,111,0.19698138920154623,0.23080596244766685,0.24894256118564853,0.27248305145544044,0.293681956816297,0.3104997601240604,0.346966893071006
ADAGRAD,112,0.19665759923880718,0.23047344004593376,0.24858801832188443,0.27209558834642145,0.29329239859524114,0.31009399671223065,0.3465332336823215
ADAGRAD,113,0.19634014905582364,0.2301451552512405,0.24823054878025483,0.271720524272703,0.29291685860192135,0.30969255440827376,0.34609860908335943
ADAGRAD,114,0.19602867837911708,0.22981798768103753,0.24786179311169762,0.271357103909756,0.292542445203751,0.3092973182670707,0.3456847764139227
ADAGRAD,115,0.1957231172966561,0.22948628099591545,0.247506094772845,0.27100238097752566,0.2921583921792013,0.30891171742598966,0.3452650457342643
ADAGRAD,116,0.19541226909788723,0.2291666393682888,0.24715902458576813,0.27065557670191603,0.29178174386836586,0.3085251498740677,0.3448501945128798
ADAGRAD,117,0.1950996020690512,0.22884601344495342,0.24680971612187402,0.2703038691092138,0.2914059281254754,0.3081482109546839,0.3444372729579357
ADAGRAD,118,0.194795369548075,0.22853532537562535,0.24646473490955534,0.26996018657396853,0.2910319663197722,0.3077700260745767,0.34403573399036536
ADAGRAD,119,0.19449172071613127,0.22822846421451398,0.24610994873938422,0.2696171334727173,0.29066210422553374,0.30739180646439257,0.34361233829648824
ADAGRAD,120,0.19419028029028668,0.2279134370555917,0.24576700274570032,0.2692731022839547,0.29028811163068063,0.30701542272877974,0.3432187896594642
ADAGRAD,121,0.19388622716045198,0.22760505632480804,0.24541614807788031,0.2689262692453559,0.2899237811558833,0.30664245053704847,0.3428071745188905
ADAGRAD,122,0.19358662113920236,0.2272953706407772,0.24507651711177175,0.2685782653518976,0.28956472623572344,0.30626800715242036,0.3423885953343191
ADAGRAD,123,0.1933038674068864,0.2269815452750337,0.24474038415670243,0.2682340482885411,0.28920426937752525,0.3058854380782798,0.3419865682930452
ADAGRAD,124,0.19300044472234534,0.22667238193185804,0.2444094883873063,0.2678791546486048,0.2888478640175888,0.3054994577849703,0.34157440881435364
ADAGRAD,125,0.19271140640336026,0.22635748517020926,0.2440750353192423,0.2675336300783023,0.2884951440291075,0.3051180251713704,0.34118904992329635
ADAGRAD,126,0.19242538757754435,0.22603281922472387,0.24374646310814083,0.2671955732284911,0.28813217045057393,0.30472642312083476,0.3407979760221095
ADAGRAD,127,0.19214081793176738,0.22572097005652045,0.24341646085831967,0.26685924574264874,0.2877765818936466,0.30435493556753507,0.34040504597368815
ADAGRAD,128,0.19184290297044457,0.22541055168409127,0.24310578615220427,0.26652736496389223,0.28743200085064463,0.30399022464743564,0.3400206644738894
ADAGRAD,129,0.19156072977392705,0.2251020358046395,0.24279109813664462,0.26619810619740003,0.2870797412666235,0.30362698476602595,0.3396445131561203
ADAGRAD,130,0.19127284169168338,0.22479543517338368,0.2424696906519211,0.2658608483889874,0.2867357863423855,0.3032677921488846,0.339275243048331
ADAGRAD,131,0.19098370338001666,0.22448612217157038,0.24215649782574836,0.26553623505802565,0.28639361946487774,0.3029054699389002,0.3389162813668201
ADAGRAD,132,0.1906915139419494,0.2241852116509457,0.24184881095427796,0.2652137216366856,0.2860549293735546,0.302562232431051,0.33853227233627614
ADAGRAD,133,0.19041091632135382,0.22389023239854802,0.24154958226035209,0.2648936330109405,0.2857109191325772,0.3022146289173564,0.3381648541262584
ADAGRAD,134,0.19012380606975818,0.22359870291636025,0.24123854542323206,0.26457409110418273,0.285373338480379,0.3018837780973167,0.3378020514860608
ADAGRAD,135,0.1898461264580829,0.22331280434190406,0.24092610797320588,0.26425196140750123,0.28503610505475196,0.3015450466210611,0.3374383072457964
ADAGRAD,136,0.1895668252377738,0.22302479607344528,0.24061659378355746,0.26394325450412925,0.28470268089835526,0.30120392688173847,0.3371001195701203
ADAGRAD,137,0.1892923380445527,0.2227435850833892,0.24030819783839258,0.2636310609684642,0.2843645084580843,0.30085619559730004,0.3367440807933252
ADAGRAD,138,0.18902534286402536,0.22246429839439125,0.23999772706718242,0.2633206755466226,0.28402957470118567,0.30050761475939597,0.336376167510125
ADAGRAD,139,0.18875718114766168,0.22219349680595332,0.23970719930439902,0.26301190313676115,0.2836951255696243,0.30017912266203667,0.3360056608275857
ADAGRAD,140,0.188479871022298,0.22192743053001704,0.23941293511821743,0.2627035349552767,0.28337340711872294,0.29983336558271656,0.335658199219794
ADAGRAD,141,0.1882103582473082,0.22165292291845914,0.23911668045652834,0.26240262513482737,0.2830508283192282,0.29950696902226454,0.33531679645716056
ADAGRAD,142,0.1879512564312052,0.22138916075107237,0.23882861824501525,0.26209471342959584,0.2827280113156566,0.2991727744177359,0.3349790642480225
ADAGRAD,143,0.187686349592612,0.2211271253123516,0.23854494732664203,0.26179870872220595,0.2824086913155168,0.2988487603159749,0.33463859212749647
ADAGRAD,144,0.18742745605770336,0.2208611983521529,0.23825745511455892,0.2615008845226167,0.28210105331669694,0.2985074394184788,0.3343063113119083
ADAGRAD,145,0.18715609294297963,0.22060412962621564,0.23797921512311715,0.26120306182322495,0.28178538413053267,0.29817077492329797,0.33396816354849895
ADAGRAD,146,0.18688087924113425,0.22034061768850807,0.23769794834275387,0.2609053924107512,0.2814730845197113,0.2978480651927098,0.33363118509069994
ADAGRAD,147,0.1866146816760726,0.22008126955585225,0.23741564044494037,0.2605991820748156,0.2811617349157259,0.29751611773631526,0.33329835117977374
ADAGRAD,148,0.1863698223933905,0.2198191216946864,0.23714380120565712,0.26030085057426244,0.28084979217488965,0.2972005145975655,0.33296696225307265
ADAGRAD,149,0.18611622061059124,0.21955707078175396,0.23687196579728273,0.2600055647543154,0.2805356195335876,0.2968755833216794,0.33262483366648815
ADAGRAD,150,0.18586155158953915,0.21930323014337688,0.23659104965865602,0.25970887660984276,0.28022433149764386,0.29656364197869717,0.3323030626845619
ADAGRAD,151,0.18561399685713273,0.21904917857577355,0.23631937379483367,0.25942023425733984,0.27991732348995507,0.2962492065624646,0.3319777697806322
ADAGRAD,152,0.18536935982135608,0.2187903726641092,0.2360529406376367,0.25913990544499454,0.27961236811081497,0.2959428969497637,0.3316537594546286
ADAGRAD,153,0.18512075938758574,0.21853324444313746,0.23578901118648515,0.25884494030723515,0.27931273203633455,0.29562789981285675,0.33132779008288565
ADAGRAD,154,0.18487526782718636,0.2182806062707822,0.23551679514931192,0.2585603618355452,0.2790208234369834,0.2953142933688395,0.33101082902289625
ADAGRAD,155,0.18463010032105504,0.21802937834012348,0.23524373470945123,0.2582657469221881,0.27871785707486074,0.2950057318208742,0.3306862090846846
ADAGRAD,156,0.18438664715602898,0.21778332392112032,0.2349668959107909,0.2579728615564476,0.27841927517205745,0.29469683906155353,0.33037290022020355
ADAGRAD,157,0.18413859377136751,0.21753518730849977,0.2347039192392262,0.257680606448559,0.2781257698561182,0.2944001293172628,0.3300780545961119
ADAGRAD,158,0.18389525732458498,0.21727965767246277,0.23444010155573278,0.2573971167094054,0.27783043374160665,0.29410252151001215,0.32976465915231196
ADAGRAD,159,0.18365713172797105,0.2170336233333559,0.23417719517391802,0.25712306003792335,0.27753319474018223,0.2938079193362034,0.32946336264369536
ADAGRAD,160,0.1834217537641415,0.21679118188765692,0.23391384004363838,0.256845432764644,0.27724908175609975,0.2935262547871136,0.32917189995618823
ADAGRAD,161,0.18318590355141023,0.21655126534837627,0.23365683244752025,0.25657218231836326,0.27695292356538986,0.2932407296845769,0.32886787392090355
ADAGRAD,162,0.18295254185518633,0.2163133850052047,0.23340428675677738,0.2562862810049274,0.2766500445470607,0.29295907499984564,0.32855972767564884
ADAGRAD,163,0.18271186201533393,0.21607796748447305,0.23314744752520417,0.25601393420268215,0.27635557598784394,0.29267891189094214,0.3282635158732737
ADAGRAD,164,0.18247592626668097,0.21584602443084344,0.23289061254041132,0.2557364886174981,0.2760569117938128,0.29239963726404683,0.3279622080054511
ADAGRAD,165,0.1822472480167905,0.21561598641907845,0.23263787412937173,0.25546266336974405,0.2757653786449321,0.2921215349088212,0.3276752739908657
ADAGRAD,166,0.18202242569146967,0.21539667234198176,0.23238412067809314,0.25519208616686084,0.27548668236913604,0.29183248976965454,0.3273936640985941
ADAGRAD,167,0.18180011767290422,0.21516941520365893,0.23213403193677415,0.25492322337158513,0.2752044670791789,0.29155245186288214,0.32710810334531076
ADAGRAD,168,0.1815712185724596,0.2149469432526153,0.23188171984730158,0.2546554806034811,0.27492966949273867,0.29127345592221593,0.3268160522241346
ADAGRAD,169,0.18134277911367147,0.21472065943130475,0.2316310193243095,0.25439422650981447,0.27466035766444374,0.29098775187005393,0.3265291986515024
ADAGRAD,170,0.18111989116815813,0.21448212893798865,0.2313819466672389,0.25413158725271134,0.27439389373297596,0.29070282867146113,0.32624174217628443
ADAGRAD,171,0.180895207625734,0.21424428519336972,0.23113017130244912,0.25386730183769407,0.2741217098982967,0.2904193423966372,0.32594014730920484
ADAGRAD,172,0.18067301061340005,0.21401224669721206,0.23088802533642344,0.2536070226811119,0.2738551241215954,0.2901450869800663,0.3256545787728356
ADAGRAD,173,0.18045243936957814,0.21377887137049403,0.23064470821294875,0.25333819065572266,0.2735916533448962,0.2898730973775424,0.3253600570156632
ADAGRAD,174,0.18023820819994535,0.21354896471907722,0.23040071023544012,0.2530823327046018,0.2733152495272562,0.2895963508420484,0.3250667735457155
ADAGRAD,175,0.1800136984253159,0.21331446716262667,0.23015177666244044,0.25282970121205234,0.27304754542959603,0.28932537838170413,0.32478524664783326
ADAGRAD,176,0.1797927180157682,0.21307504434502644,0.22991042983929827,0.2525730930714905,0.27278360385727063,0.2890421413548147,0.324499955871362
ADAGRAD,177,0.1795788448733594,0.21284671328423307,0.22966998391329416,0.25232820714681786,0.27250890216789814,0.2887662927590344,0.3242291906750654
ADAGRAD,178,0.17936429631461656,0.21261252719739743,0.22943423932618243,0.25207865524663947,0.2722462991438665,0.288483671526213,0.32395355475307613
ADAGRAD,179,0.17914680025948387,0.21238656888590193,0.22919797725606963,0.2518331288520882,0.27199139408577183,0.28820785606660443,0.3236799540717012
ADAGRAD,180,0.17893113264420907,0.21215783650199638,0.2289678758081908,0.25158399067777026,0.2717376180386285,0.2879258349564381,0.32339486948992147
ADAGRAD,181,0.17872237361138377,0.21193574286412958,0.22873774553286752,0.25133165608820895,0.27148761086008305,0.2876513169268088,0.32311208919905365
ADAGRAD,182,0.1785100089288213,0.2117167602953823,0.22850802952912502,0.2510787736763221,0.27121950819089413,0.28738398720157354,0.3228388483488358
ADAGRAD,183,0.17830761146180962,0.21149618728165281,0.22827727531235892,0.2508345108997905,0.2709716821530031,0.28711757121661585,0.32256509237110126
ADAGRAD,184,0.1781024473179736,0.21127851312842824,0.22804530789877475,0.25059520102058636,0.27072586252914077,0.28685915273739526,0.32228718512712373
ADAGRAD,185,0.17790423025036,0.21106443409465245,0.22781082387633547,0.25035369825177745,0.2704788891859648,0.2866043806098587,0.3220111027593179
ADAGRAD,186,0.1777019312750918,0.21085283371797225,0.22758236963310055,0.2501030542820179,0.2702384061068708,0.28634461961823365,0.3217456351310286
ADAGRAD,187,0.17749203591948193,0.21064076115422858,0.22734851876250448,0.24986245047522088,0.2699970547500664,0.28607343492318055,0.32147668014516667
ADAGRAD,188,0.17728954405776184,0.21042046679597984,0.22712671005064977,0.24962580791947614,0.2697508902820741,0.2858034556208891,0.3212033682325977
ADAGRAD,189,0.17708696625967932,0.21019925887140006,0.22690261242505388,0.2493814711060144,0.269513382928423,0.28553793550210627,0.3209459237898035
