function,algorithm,step,0 percentile,10 percentile,25 percentile,50 percentile,75 percentile,90 percentile,100 percentile
multimin,ADAGRAD,41,0.24148772806395238,0.28363124059661426,0.3025000567402738,0.3272796291713333,0.34783668849192856,0.3622468886621715,0.39128459414928574
multimin,ADAGRAD,42,0.24080099681828573,0.28283299643377147,0.30165759503847617,0.3264619976084762,0.3469670911981072,0.36143252098408096,0.39032280956495236
multimin,ADAGRAD,43,0.2401398639909524,0.282079263294981,0.30086236929982146,0.32563859651249993,0.3461090338745596,0.3605838342397381,0.38943162926728575
multimin,ADAGRAD,44,0.2394904077854286,0.28134681701529524,0.30010317783535706,0.32483178263102375,0.34525484538547624,0.3597566645659048,0.3885400352298095
multimin,ADAGRAD,45,0.23885261776300004,0.2806400270976571,0.29935350999590477,0.3240694229374285,0.34441480937942853,0.3589193398363715,0.3876320916975715
multimin,ADAGRAD,46,0.2382147829004286,0.2799273948152714,0.29859185544809524,0.32329980300485717,0.3435572343954404,0.3580568265207095,0.38679170409719044
multimin,ADAGRAD,47,0.23756510239800008,0.2792320376389523,0.2978395398862024,0.32252805074473806,0.34272779712767865,0.35724820421558096,0.38591618619485724
multimin,ADAGRAD,48,0.23690775728400004,0.27853964281470955,0.2971217628366072,0.3217638498765476,0.34189793453471434,0.3564606026135143,0.3850845555943333
multimin,ADAGRAD,49,0.2363062643202857,0.27782956869074765,0.29639834159770234,0.3210398800346904,0.3410479554463333,0.3557012550114048,0.38425034841752376
multimin,ADAGRAD,50,0.23568032682133333,0.2771290624099048,0.295711677179131,0.3202986926575714,0.34021349081421426,0.35492547959080956,0.38345283491538107
multimin,ADAGRAD,51,0.23507763570285714,0.27648833495109526,0.2950379796996191,0.3195509515534286,0.3394373110949762,0.3541373196701572,0.3826801479921429
multimin,ADAGRAD,52,0.23448446974819048,0.2758194013625476,0.29439191364529754,0.31882436545040466,0.3386581855169881,0.3533926562065524,0.38191852044214286
multimin,ADAGRAD,53,0.23390975957419055,0.27515743893296674,0.2937594091545834,0.3180632699095714,0.33787435736304766,0.35267372848227624,0.3811498034394762
multimin,ADAGRAD,54,0.23333222583995236,0.2744991181043191,0.29313994560346435,0.31731359977395235,0.3371357596665714,0.35200114933765714,0.380418278726619
multimin,ADAGRAD,55,0.2327778950202381,0.27384849429960956,0.29251538946572625,0.3166086745242619,0.3364121297724048,0.35134624522756674,0.3796972046444286
multimin,ADAGRAD,56,0.23222222936823808,0.2731860606053571,0.2919262715816667,0.31590462232161903,0.33566250839465483,0.3506896057168381,0.3789809180935238
multimin,ADAGRAD,57,0.23169043816852378,0.2725665310265619,0.29134318087954764,0.31521028776064286,0.33494221314928574,0.3499542281410428,0.3782265446567619
multimin,ADAGRAD,58,0.231152705911381,0.27196045803095714,0.2906924467946191,0.31451860300266665,0.3342610928238334,0.3492576252944048,0.3775348761839524
multimin,ADAGRAD,59,0.23060783537795237,0.27136800170334285,0.29006008160860713,0.31387284517926195,0.3335643504646904,0.3485763477686667,0.37683660180333334
multimin,ADAGRAD,60,0.2300988670358096,0.27074206053069527,0.2894667570427738,0.31321719099019046,0.3328743075348929,0.34792807310672386,0.376141419554619
multimin,ADAGRAD,61,0.22958161843361904,0.2701473318874857,0.28885308438759527,0.3125497311620952,0.33216329391309524,0.34729088870591424,0.3754746707173333
multimin,ADAGRAD,62,0.22908273102061902,0.2695907815178619,0.2883015775064048,0.3119165055184286,0.3314920501739524,0.3466588665856952,0.37478470121104757
multimin,ADAGRAD,63,0.2285601642611429,0.2690569436441143,0.2877091495840714,0.3112926717895,0.3308375417818571,0.34603687470386674,0.37410296077747607
multimin,ADAGRAD,64,0.22807893407662863,0.2685237408009857,0.2871557117572976,0.3106929871513096,0.33018798808021427,0.3453964380114667,0.37344046134376196
multimin,ADAGRAD,65,0.2276042141740953,0.26796030779185714,0.2865399857503214,0.3100602037132381,0.3295832028065834,0.344758318237881,0.3727899379478571
multimin,ADAGRAD,66,0.22710552749723334,0.26743972654160003,0.2860123407530001,0.30951513065635716,0.3289769388674286,0.34415440213094767,0.3721612369668572
multimin,ADAGRAD,67,0.22661211141546667,0.2669235952067857,0.28548241197357144,0.308953066879,0.32837540134364285,0.34356472124603343,0.3714825040973334
multimin,ADAGRAD,68,0.22610439126273812,0.2664180260248048,0.28493791493003573,0.308420059644,0.32779269963090474,0.34296877222191435,0.37085924735266673
multimin,ADAGRAD,69,0.2256437317178762,0.2658701562069001,0.28439545106409525,0.30788155420757135,0.3272130937342262,0.34240566961883334,0.3702603488721429
multimin,ADAGRAD,70,0.22511469283830476,0.2653666896908905,0.2838391875055834,0.30732295923885716,0.3266134274969642,0.3418227464108763,0.369677342464619
multimin,ADAGRAD,71,0.22467602019052857,0.26484485956683335,0.2833376352324167,0.3067902684039047,0.32603387613921436,0.3412680731732572,0.36910606323676187
multimin,ADAGRAD,72,0.22424290795744284,0.26431532347770004,0.2828626233033572,0.30628133507314287,0.3254661284340357,0.34069696890281903,0.3685505542054286
multimin,ADAGRAD,73,0.22380119110163335,0.2638028720953143,0.2823893465127381,0.3057449451677619,0.3249107872815238,0.3400825271073572,0.3679940386124761
multimin,ADAGRAD,74,0.22337886062608578,0.26333521652144287,0.2819098433217738,0.30523293770792864,0.32433197154282145,0.3394877838226,0.36740322856433333
multimin,ADAGRAD,75,0.22293949704073338,0.2628628208841095,0.28145009594415477,0.30473106293178576,0.32373425311497617,0.3389139179461762,0.3668373872202857
multimin,ADAGRAD,76,0.22251221329424767,0.26239259384462854,0.28099000282025,0.30417370841373814,0.32313686219442855,0.3383718290199142,0.3662629306496191
multimin,ADAGRAD,77,0.22210526788184767,0.26186869934030954,0.28052017029096427,0.3036480262920476,0.3225767256176072,0.3378373101822714,0.365736982506381
multimin,ADAGRAD,78,0.22165628501280002,0.2614182985930095,0.28005746393983333,0.3031433178938095,0.32202620794023806,0.3373084336422905,0.36516967724090477
multimin,ADAGRAD,79,0.22123801031571905,0.2609700170024953,0.2795772365555476,0.3026526838984762,0.3214980575999881,0.33675532482294296,0.3645868119947619
multimin,ADAGRAD,80,0.2208455881611714,0.26049681610954756,0.2791378207122382,0.3021579414090952,0.3209734624930238,0.3362000560712762,0.36407685947609536
multimin,ADAGRAD,81,0.22045589522353812,0.2600454778695429,0.27870371130058347,0.30168630770552385,0.3204341972797619,0.33567988091693335,0.36355268945280955
multimin,ADAGRAD,82,0.2200727160785619,0.25960859516261425,0.27827690818998807,0.301240364640881,0.31991342533628575,0.3351744441529,0.36303934505333335
multimin,ADAGRAD,83,0.2196940344658238,0.2591757458938715,0.27784847035500004,0.30079625926657144,0.3194005488539286,0.3346700234689524,0.3625395194885714
multimin,ADAGRAD,84,0.2193192314881905,0.25875478418367137,0.2773943471166429,0.3003239419699523,0.31890773097160724,0.33412338292407623,0.36201039815223807
multimin,ADAGRAD,85,0.2189430322033524,0.2583404757529429,0.27695286241315475,0.2998443680576666,0.3184168450217024,0.3335830577946572,0.3615219332482381
multimin,ADAGRAD,86,0.2185710949566905,0.25792851943411904,0.27652985921925,0.29936682636421424,0.31792638788242855,0.3330442554803524,0.3610038773104286
multimin,ADAGRAD,87,0.21820334728247145,0.2575211234617715,0.27612355103109526,0.29889326303276187,0.31743121157629767,0.3325306601245761,0.36051390026580954
multimin,ADAGRAD,88,0.21783971852966194,0.25712691411695243,0.27572706090394056,0.29842103387130947,0.31695624242842857,0.3320315805704571,0.36005026684276187
multimin,ADAGRAD,89,0.21748013979280953,0.25674327713529044,0.2753133771255952,0.297918481698881,0.3164774190063452,0.33156351087673336,0.3595420706025238
multimin,ADAGRAD,90,0.21712306258302858,0.25634844156520953,0.2749024273373215,0.29743463517252383,0.31597812552469046,0.3311061775218381,0.3590879194753333
multimin,ADAGRAD,91,0.21674112434441906,0.2559702874474714,0.27450832460798813,0.2970002758314286,0.3155072539506191,0.3306533106893762,0.35862490449304757
multimin,ADAGRAD,92,0.21639329833413337,0.25558621437840945,0.2741052805600714,0.29657669392683333,0.3150451226129405,0.33018602737416664,0.35811649562795234
multimin,ADAGRAD,93,0.21603995162800954,0.2551885369094761,0.27370793747547617,0.29616587077583334,0.3145429485709405,0.32974241622420003,0.3576229928089048
multimin,ADAGRAD,94,0.21569964461141905,0.25478577714741424,0.27330236981692857,0.29575224159892854,0.3140867084237381,0.3292625408402571,0.3571476018653334
multimin,ADAGRAD,95,0.21534640752631906,0.2543778448244048,0.27289415255180954,0.2953557416453809,0.3136513316468334,0.32881112100834287,0.35671616518585714
multimin,ADAGRAD,96,0.2150133794011857,0.25393906296691426,0.2724771224047381,0.29495294377014286,0.31320467682085706,0.3283989872677048,0.35627108853428574
multimin,ADAGRAD,97,0.21468275467646192,0.25352608919744285,0.27208955602997614,0.29453000049780953,0.3127486990926905,0.3280081697244572,0.35579838841080946
multimin,ADAGRAD,98,0.21435413888185237,0.25313770678412384,0.2716884843775357,0.29413866245785714,0.3122876399768214,0.3276281242328524,0.35536375710099993
multimin,ADAGRAD,99,0.21401087840883332,0.2527256004529286,0.2713134413685476,0.29377490208092855,0.3118613863607382,0.3272069298507571,0.35493852290309524
multimin,ADAGRAD,100,0.21369172745118098,0.25230745385363323,0.2709336661640595,0.29338895298676193,0.3114467792520953,0.32680292939855715,0.35449617877523804
multimin,ADAGRAD,101,0.21337591069554285,0.2519226218427905,0.27054470609332143,0.2929957039150476,0.3110369811148214,0.32643220654106664,0.35403572985876197
multimin,ADAGRAD,102,0.21306272219572378,0.25155931999961906,0.27017982255422623,0.2926173234592619,0.3106347656289286,0.3260497930027143,0.35363401516485715
multimin,ADAGRAD,103,0.21275341923490482,0.25119090181367143,0.26978515184536905,0.2922495195945952,0.31024587543972626,0.32564431118241904,0.3532515282418095
multimin,ADAGRAD,104,0.21244729788701433,0.2508347222497286,0.269411496168131,0.29186619830597615,0.3098782825763215,0.3252709033166952,0.35285888180780955
multimin,ADAGRAD,105,0.21212819603400004,0.2504715305896285,0.2690570526107262,0.29150976803673806,0.30951136234058335,0.3248833919031762,0.3524512608225238
multimin,ADAGRAD,106,0.2118282921887667,0.25014021452116664,0.2686876964506429,0.2911293950445714,0.30912076457422627,0.32451238621406664,0.35204910990319044
multimin,ADAGRAD,107,0.21151258894760955,0.24982688576989517,0.2683379203715476,0.2907623717932857,0.30874097992817856,0.32413287640805233,0.351673795038
multimin,ADAGRAD,108,0.21120548038267137,0.2495124569944524,0.26798642842195236,0.2903708925823094,0.30838126033411906,0.3237798626279047,0.35130981174223813
multimin,ADAGRAD,109,0.21088320581060954,0.2491988384566429,0.26763780259111913,0.2900043538352143,0.30800549887510714,0.32340811050515716,0.3509352766147143
multimin,ADAGRAD,110,0.210561650671381,0.24888271823570957,0.2672878839994405,0.2896417809379762,0.30764268291109526,0.3230374139588476,0.3505879774236191
multimin,ADAGRAD,111,0.2102463882578286,0.24855968922438101,0.2669429024388809,0.2892886541442857,0.30728139823407136,0.3226606795170285,0.3502308532211904
multimin,ADAGRAD,112,0.20996344712571904,0.2482415617327524,0.26659274853823817,0.28890163506902383,0.3069319086987857,0.3223067955652667,0.3498871382260953
multimin,ADAGRAD,113,0.20966852728585714,0.2479353984342,0.2662368821437381,0.28855603915990474,0.30659220326399994,0.32195795074213807,0.3495237471268095
multimin,ADAGRAD,114,0.20937756353812856,0.2476357254636714,0.26587571291353573,0.2882361444098572,0.3062447148525001,0.3216090862250333,0.3491677432523333
multimin,ADAGRAD,115,0.20907728567940473,0.24732760783114288,0.2655025247476548,0.28791003197207143,0.3058758865189167,0.3212709321825953,0.3488152865573809
multimin,ADAGRAD,116,0.20878031722826665,0.24702348095704285,0.26516713299795236,0.28760221703940475,0.3055364460685834,0.3209026817575,0.3484873601497619
multimin,ADAGRAD,117,0.2084947826769666,0.24671213934773806,0.2648375093482857,0.2872920267842381,0.3052009412000595,0.3205591207536382,0.3481624944655238
multimin,ADAGRAD,118,0.20818753154754763,0.24641173989733337,0.264494810272131,0.28698680804397625,0.30487102251027387,0.32021590048263326,0.3478414221007619
multimin,ADAGRAD,119,0.20790563248788096,0.24611355113403338,0.26413692632441665,0.28668504410045237,0.3045397538899405,0.31987968816422385,0.3474982321741904
multimin,ADAGRAD,120,0.20763931301215238,0.24580362171664763,0.26381102760971425,0.2863781583407381,0.30418918236619047,0.31954769127289523,0.3471824389816667
multimin,ADAGRAD,121,0.20735389082779046,0.24551039176064277,0.2634877531293095,0.28607353594442864,0.3038688012607024,0.319232889402519,0.34688009336261905
multimin,ADAGRAD,122,0.20708912441253333,0.24521549516489047,0.26316499560535717,0.2857784075045238,0.3035494086665715,0.31890272599022385,0.34654598943290477
multimin,ADAGRAD,123,0.20683389323515713,0.24492220828320002,0.26284281047379765,0.2854610777895714,0.30321652024529766,0.3185916179697238,0.34621768088333327
multimin,ADAGRAD,124,0.20652384131326668,0.24462623213103332,0.2625296296281667,0.285133789210619,0.3028932734902262,0.3182346414069286,0.3459142058353334
multimin,ADAGRAD,125,0.20626917251323332,0.24434089002556666,0.26222477722778575,0.28480397247511907,0.3025718852329048,0.31789435000167626,0.34559271948885717
multimin,ADAGRAD,126,0.2059968080992571,0.24403301803700003,0.2619139849593095,0.2844842880522382,0.30223716194730954,0.31755393781488567,0.3452422708474763
multimin,ADAGRAD,127,0.2057270462882762,0.24375372492105238,0.26159759694539286,0.28415581253257144,0.3019098744784286,0.31723500422817147,0.3449361187397619
multimin,ADAGRAD,128,0.2054536616348619,0.2434675438668334,0.2613146508692738,0.2838576023747618,0.30159907615458337,0.3169118511418857,0.34463340283171434
multimin,ADAGRAD,129,0.20520246928214766,0.2431736052353381,0.2610310264583571,0.2835577147763571,0.3012803976468096,0.3165810184843381,0.34432525559566673
multimin,ADAGRAD,130,0.20493699426391904,0.24288484968215243,0.2607287225584166,0.2832570363763333,0.3009613037916429,0.3162787091660476,0.3440469239928095
multimin,ADAGRAD,131,0.20466098522748571,0.24259703497072382,0.2604448557304285,0.2829674954659286,0.30064565917002384,0.3159974678352619,0.3437710534772857
multimin,ADAGRAD,132,0.20438206614341428,0.24231322119068568,0.26016783291963097,0.2826740323225,0.3003316356227143,0.31569553533524286,0.3434976058653809
multimin,ADAGRAD,133,0.20412815909997623,0.2420355465228619,0.25988218748310715,0.28238300993392856,0.3000199352454643,0.3154193322663953,0.3432212862215238
multimin,ADAGRAD,134,0.2038666123353429,0.24175873115593813,0.2595649183528095,0.28207776237892856,0.29970250781175006,0.315135309916819,0.34295257314552385
multimin,ADAGRAD,135,0.20361207693768574,0.24148043298001426,0.25928907411780955,0.28178850250835713,0.2993783197977381,0.3148729839606571,0.34268617329547624
multimin,ADAGRAD,136,0.20335755557350477,0.24122243983063332,0.25899302008136904,0.2815276854988571,0.29907775912634527,0.3146037340733286,0.3424220516753809
multimin,ADAGRAD,137,0.2031235394348762,0.2409809139584381,0.2587014552199524,0.28125458854230945,0.2987883714944762,0.31431322647309523,0.3421601740420477
multimin,ADAGRAD,138,0.20289154241733812,0.24074390711262855,0.2584216475457977,0.280984358029881,0.2984947175829643,0.3140115945208762,0.3418627080131906
multimin,ADAGRAD,139,0.20266153784668095,0.24050753018750476,0.25814797437552384,0.28070337115759525,0.2982008936861429,0.31374229324197145,0.3415857161428096
multimin,ADAGRAD,140,0.20241768012901906,0.24027262484985237,0.25788124635311915,0.28043459464721426,0.297905164179262,0.31345447394651904,0.34130742786466656
multimin,ADAGRAD,141,0.20216563208613336,0.24004133083503812,0.2576148054797143,0.2801750322137143,0.29759601681922626,0.31318973465176664,0.3410541982091905
multimin,ADAGRAD,142,0.2019359426724381,0.23980545468942852,0.25735096881372616,0.27989662501954765,0.2972995948959643,0.31291969307447143,0.3408007819422857
multimin,ADAGRAD,143,0.20169011879855714,0.23956862717018096,0.25709319775265477,0.27965086198764283,0.29701974795779756,0.31264929894011906,0.34055168916914297
multimin,ADAGRAD,144,0.201442890949081,0.2393227335376238,0.2568300102641072,0.27939543736461897,0.2967590146176666,0.31236608440357616,0.34030462037090475
multimin,ADAGRAD,145,0.2011804327226048,0.23908803743313337,0.25657850658732145,0.27913013907397616,0.296494221568881,0.3120808497611047,0.34005954674404765
multimin,ADAGRAD,146,0.2008984433564048,0.23885327630719047,0.2563072370024048,0.2788688177687143,0.2962401533654047,0.31178673314105715,0.33981238728761903
multimin,ADAGRAD,147,0.20063794149960956,0.2386223109001524,0.2560624514448333,0.2785942571108571,0.2959683412517976,0.3115188642118762,0.3395597465702857
multimin,ADAGRAD,148,0.20041926047323333,0.23838499652392858,0.25581484222045237,0.278326476463,0.2956880733472381,0.31124441749912385,0.339313349413381
multimin,ADAGRAD,149,0.20019401037456666,0.23815040568881432,0.2555847409251548,0.27804311779649993,0.2953962909559285,0.310960118533819,0.33907006801033335
multimin,ADAGRAD,150,0.1999618455750572,0.23791936251896187,0.25535974082382146,0.2777745452563809,0.2951166359540239,0.31069689816059054,0.338837956889
multimin,ADAGRAD,151,0.1997524647038048,0.2376804691965667,0.2551288981585833,0.2775383701549761,0.2948569312860715,0.3104418068212286,0.3386168187201428
multimin,ADAGRAD,152,0.19954229652098573,0.2374292127616524,0.25489232052936905,0.2773035684714047,0.2945873538967738,0.3101898605966572,0.33837500004057136
multimin,ADAGRAD,153,0.19931297140390955,0.2371988912994,0.25466454496425,0.27704819577147616,0.29430462953436903,0.3099120161609572,0.33815400986761907
multimin,ADAGRAD,154,0.1991021961737381,0.23695219350443336,0.25443169517245234,0.27680220048428567,0.2940643353910715,0.3096477810904953,0.3379316186239048
multimin,ADAGRAD,155,0.19889325573332858,0.23672965118013808,0.25419785480308327,0.276547286243619,0.29380914866326197,0.3093904846204715,0.3376962169959048
multimin,ADAGRAD,156,0.19869145015038098,0.23652597070630957,0.25396450327961906,0.2762886009035,0.29355503968240476,0.30913113206999043,0.3374714370711904
multimin,ADAGRAD,157,0.19848397395621428,0.23632722951358093,0.2537319123585,0.2760297038105953,0.2933003166369644,0.30888669888488096,0.3372630495968572
multimin,ADAGRAD,158,0.1982860699173381,0.2361012622859095,0.25350600894371433,0.27578627418542856,0.2930594393691667,0.3086343321761143,0.337025863687381
multimin,ADAGRAD,159,0.19808826268058097,0.23587664057246668,0.253270961457381,0.2755507424375476,0.292820415387119,0.30837931421088094,0.33679793628638094
multimin,ADAGRAD,160,0.19789346720373335,0.23568052449603336,0.25304536331550004,0.2753109583605,0.29258126313758337,0.30814373072734286,0.3365941588219524
multimin,ADAGRAD,161,0.19769838626432382,0.2354784227554667,0.2528384263212858,0.2750754133279524,0.292333846217869,0.30789457386957625,0.3363835704613809
multimin,ADAGRAD,162,0.19749088187061434,0.23528787996052375,0.25262288937982147,0.27480884799611904,0.29207934569054766,0.30765348347121424,0.33618369902404766
multimin,ADAGRAD,163,0.19729225713499526,0.23509584573789044,0.2524076723002024,0.274577356018619,0.29185768952738095,0.3074285894058143,0.33598527848009524
multimin,ADAGRAD,164,0.19709547740400954,0.2348975616487905,0.2521914119226191,0.27432712192021425,0.29161569065277376,0.3071927373225143,0.33578828925985715
multimin,ADAGRAD,165,0.19689916675897617,0.23471651903708568,0.2519849185468572,0.2740823154905476,0.29137847185595234,0.3069444357741286,0.3355927121809999
multimin,ADAGRAD,166,0.19670362943702382,0.23453668833176192,0.2517757285062143,0.27383157185549994,0.2911416610313572,0.3066973865851333,0.33539852843838097
multimin,ADAGRAD,167,0.19651313422970004,0.2343380704638095,0.25155547156222624,0.2735886409471667,0.29092083094796434,0.3064514545701286,0.3352057195970476
multimin,ADAGRAD,168,0.19631062034737146,0.23415289857270002,0.2513190413527857,0.2733403924135952,0.29068742439270234,0.3062084020001953,0.33500792227823806
multimin,ADAGRAD,169,0.19612137986869524,0.23396985691685707,0.2510992050610238,0.2731081911907142,0.2904634264257976,0.3059588096097905,0.33481030456319044
multimin,ADAGRAD,170,0.19594111653850954,0.23376047048199522,0.2508565029808453,0.2728819695674761,0.29025128953376195,0.30571686950112853,0.3346215097904763
multimin,ADAGRAD,171,0.1957618597973143,0.23352339299983332,0.25063211950591674,0.27265551859752374,0.29003851159179767,0.30546311425478573,0.33441358158676193
multimin,ADAGRAD,172,0.19557086048947145,0.2333091372704476,0.2504088916222023,0.27244403809516665,0.2898255274175239,0.3052211968768381,0.3342209087584286
multimin,ADAGRAD,173,0.1953690431055143,0.23309446517649043,0.25019179480357145,0.2722120429694286,0.28961807002776185,0.3049987967661429,0.3339958750704762
multimin,ADAGRAD,174,0.1951793699409762,0.2328999488642809,0.2499986038209881,0.27200716572850003,0.28937178984780954,0.3047793025084144,0.3337672623841429
multimin,ADAGRAD,175,0.1949705845235714,0.23270684512942386,0.24978221347346424,0.2718012645796429,0.289167835720869,0.30455875770715235,0.3335639492818095
multimin,ADAGRAD,176,0.1947755605939857,0.23249220157570474,0.24955450438455956,0.27158620554297613,0.28896237312757145,0.304333814820619,0.33338274203595236
multimin,ADAGRAD,177,0.19459312612647145,0.23230208347846668,0.24934702717774998,0.2713885009665476,0.28874917243886905,0.3041158245143857,0.33319733043290484
multimin,ADAGRAD,178,0.1944116632953286,0.2321041646011714,0.24916004977360712,0.2711851039618809,0.2885453192667619,0.30389067769368094,0.3330185266517142
multimin,ADAGRAD,179,0.19421211788296192,0.2319172003780571,0.24895837520532146,0.2709873680000238,0.2883449025592262,0.303668754463319,0.33281884616876195
